 t (s) 	surface	tc1	tc2	tc3	tc4	tc5	tc6	tc7	bottom
1e-06	300.456	300	300	300	300	300	300	300	300	
2.04999e-06	300.438	300	300	300	300	300	300	300	300	
3.15248e-06	300.446	300	300	300	300	300	300	300	300	
4.31009e-06	300.447	300	300	300	300	300	300	300	300	
5.52558e-06	300.449	300	300	300	300	300	300	300	300	
6.80183e-06	300.45	300	300	300	300	300	300	300	300	
8.14188e-06	300.452	300	300	300	300	300	300	300	300	
9.54893e-06	300.453	300	300	300	300	300	300	300	300	
1.10263e-05	300.455	300	300	300	300	300	300	300	300	
1.25776e-05	300.457	300	300	300	300	300	300	300	300	
1.42064e-05	300.459	300	300	300	300	300	300	300	300	
1.59166e-05	300.461	300	300	300	300	300	300	300	300	
1.77123e-05	300.463	300	300	300	300	300	300	300	300	
1.95978e-05	300.465	300	300	300	300	300	300	300	300	
2.15776e-05	300.467	300	300	300	300	300	300	300	300	
2.36563e-05	300.47	300	300	300	300	300	300	300	300	
2.5839e-05	300.472	300	300	300	300	300	300	300	300	
2.81308e-05	300.475	300	300	300	300	300	300	300	300	
3.05371e-05	300.478	300	300	300	300	300	300	300	300	
3.30638e-05	300.48	300	300	300	300	300	300	300	300	
3.57168e-05	300.484	300	300	300	300	300	300	300	300	
3.85024e-05	300.487	300	300	300	300	300	300	300	300	
4.14272e-05	300.49	300	300	300	300	300	300	300	300	
4.44982e-05	300.494	300	300	300	300	300	300	300	300	
4.77227e-05	300.497	300	300	300	300	300	300	300	300	
5.11084e-05	300.501	300	300	300	300	300	300	300	300	
5.46632e-05	300.505	300	300	300	300	300	300	300	300	
5.83957e-05	300.51	300	300	300	300	300	300	300	300	
6.23149e-05	300.514	300	300	300	300	300	300	300	300	
6.64299e-05	300.519	300	300	300	300	300	300	300	300	
7.07506e-05	300.524	300	300	300	300	300	300	300	300	
7.52873e-05	300.529	300	300	300	300	300	300	300	300	
8.00506e-05	300.535	300	300	300	300	300	300	300	300	
8.50518e-05	300.541	300	300	300	300	300	300	300	300	
9.03031e-05	300.547	300	300	300	300	300	300	300	300	
9.58168e-05	300.553	300	300	300	300	300	300	300	300	
0.000101606	300.56	300	300	300	300	300	300	300	300	
0.000107684	300.567	300	300	300	300	300	300	300	300	
0.000114067	300.575	300	300	300	300	300	300	300	300	
0.000120768	300.582	300	300	300	300	300	300	300	300	
0.000127803	300.591	300	300	300	300	300	300	300	300	
0.00013519	300.599	300	300	300	300	300	300	300	300	
0.000142946	300.608	300	300	300	300	300	300	300	300	
0.00015109	300.618	300	300	300	300	300	300	300	300	
0.00015964	300.628	300	300	300	300	300	300	300	300	
0.000168618	300.639	300	300	300	300	300	300	300	300	
0.000178044	300.65	300	300	300	300	300	300	300	300	
0.000187941	300.661	300	300	300	300	300	300	300	300	
0.000198332	300.674	300	300	300	300	300	300	300	300	
0.000209243	300.687	300	300	300	300	300	300	300	300	
0.000220699	300.7	300	300	300	300	300	300	300	300	
0.000232726	300.715	300	300	300	300	300	300	300	300	
0.000245355	300.73	300	300	300	300	300	300	300	300	
0.000258615	300.745	300	300	300	300	300	300	300	300	
0.000272538	300.762	300	300	300	300	300	300	300	300	
0.000287156	300.78	300	300	300	300	300	300	300	300	
0.000302504	300.798	300	300	300	300	300	300	300	300	
0.000318618	300.818	300	300	300	300	300	300	300	300	
0.000335536	300.838	300	300	300	300	300	300	300	300	
0.000353298	300.86	300	300	300	300	300	300	300	300	
0.000371948	300.883	300	300	300	300	300	300	300	300	
0.000391529	300.907	300	300	300	300	300	300	300	300	
0.000412088	300.932	300	300	300	300	300	300	300	300	
0.000433672	300.958	300	300	300	300	300	300	300	300	
0.000456332	300.987	300	300	300	300	300	300	300	300	
0.000480123	301.016	300	300	300	300	300	300	300	300	
0.000505103	301.047	300	300	300	300	300	300	300	300	
0.000531327	301.08	300	300	300	300	300	300	300	300	
0.000558858	301.115	300	300	300	300	300	300	300	300	
0.000587765	301.152	300	300	300	300	300	300	300	300	
0.000618111	301.191	300	300	300	300	300	300	300	300	
0.000649964	301.232	300	300	300	300	300	300	300	300	
0.000683404	301.275	300	300	300	300	300	300	300	300	
0.000718511	301.321	300	300	300	300	300	300	300	300	
0.000755364	301.369	300	300	300	300	300	300	300	300	
0.000794055	301.42	300	300	300	300	300	300	300	300	
0.00083468	301.474	300	300	300	300	300	300	300	300	
0.000877332	301.531	300	300	300	300	300	300	300	300	
0.000922103	301.592	300	300	300	300	300	300	300	300	
0.000969104	301.656	300	300	300	300	300	300	300	300	
0.00101845	301.724	300	300	300	300	300	300	300	300	
0.00107024	301.796	300	300	300	300	300	300	300	300	
0.0011246	301.873	300	300	300	300	300	300	300	300	
0.00118165	301.954	300	300	300	300	300	300	300	300	
0.00124154	302.04	300	300	300	300	300	300	300	300	
0.00130441	302.131	300	300	300	300	300	300	300	300	
0.00137038	302.228	300	300	300	300	300	300	300	300	
0.00143964	302.33	300	300	300	300	300	300	300	300	
0.00151233	302.44	300	300	300	300	300	300	300	300	
0.00158861	302.556	300	300	300	300	300	300	300	300	
0.00166869	302.679	300	300	300	300	300	300	300	300	
0.00175273	302.81	300	300	300	300	300	300	300	300	
0.00184093	302.95	300	300	300	300	300	300	300	300	
0.00193344	303.099	300	300	300	300	300	300	300	300	
0.00203054	303.257	300	300	300	300	300	300	300	300	
0.00213248	303.426	300	300	300	300	300	300	300	300	
0.00223944	303.605	300	300	300	300	300	300	300	300	
0.00235168	303.797	300	300	300	300	300	300	300	300	
0.00246947	304.001	300	300	300	300	300	300	300	300	
0.00259308	304.218	300	300	300	300	300	300	300	300	
0.00272279	304.451	300	300	300	300	300	300	300	300	
0.00285884	304.698	300	300	300	300	300	300	300	300	
0.00300169	304.963	300	300	300	300	300	300	300	300	
0.00315161	305.246	300	300	300	300	300	300	300	300	
0.00330884	305.547	300	300	300	300	300	300	300	300	
0.00347384	305.869	300	300	300	300	300	300	300	300	
0.00364682	306.214	300	300	300	300	300	300	300	300	
0.00382828	306.581	300	300	300	300	300	300	300	300	
0.00401872	306.975	300	300	300	300	300	300	300	300	
0.00421868	307.396	300	300	300	300	300	300	300	300	
0.00442827	307.845	300	300	300	300	300	300	300	300	
0.00464797	308.326	300	300	300	300	300	300	300	300	
0.00487829	308.84	300	300	300	300	300	300	300	300	
0.00511972	309.39	300	300	300	300	300	300	300	300	
0.00537273	309.978	300	300	300	300	300	300	300	300	
0.00563779	310.607	300	300	300	300	300	300	300	300	
0.00591533	311.279	300	300	300	300	300	300	300	300	
0.00620661	311.999	300	300	300	300	300	300	300	300	
0.00651213	312.77	300	300	300	300	300	300	300	300	
0.00683229	313.595	300	300	300	300	300	300	300	300	
0.00716743	314.478	300	300	300	300	300	300	300	300	
0.00751907	315.424	300	300	300	300	300	300	300	300	
0.00788752	316.437	300	300	300	300	300	300	300	300	
0.00827292	317.519	300	300	300	300	300	300	300	300	
0.00867701	318.679	300	300	300	300	300	300	300	300	
0.0090998	319.92	300	300	300	300	300	300	300	300	
0.00954322	321.25	300	300	300	300	300	300	300	300	
0.0100071	322.672	300	300	300	300	300	300	300	300	
0.0104935	324.198	300	300	300	300	300	300	300	300	
0.0110021	325.828	300	300	300	300	300	300	300	300	
0.011535	327.575	300	300	300	300	300	300	300	300	
0.0120914	329.44	300	300	300	300	300	300	300	300	
0.0126736	331.435	300	300	300	300	300	300	300	300	
0.0132843	333.576	300	300	300	300	300	300	300	300	
0.0139219	335.861	300	300	300	300	300	300	300	300	
0.0145891	338.308	300	300	300	300	300	300	300	300	
0.0152892	340.932	300	300	300	300	300	300	300	300	
0.0160195	343.732	300	300	300	300	300	300	300	300	
0.016783	346.725	300	300	300	300	300	300	300	300	
0.0175831	349.933	300	300	300	300	300	300	300	300	
0.0184156	353.345	300	300	300	300	300	300	300	300	
0.0192835	356.983	300	300	300	300	300	300	300	300	
0.0201905	360.867	300	300	300	300	300	300	300	300	
0.0211406	365.027	300.001	300	300	300	300	300	300	300	
0.0221263	369.435	300.001	300	300	300	300	300	300	300	
0.023151	374.12	300.001	300	300	300	300	300	300	300	
0.0242183	379.103	300.002	300	300	300	300	300	300	300	
0.0253328	384.416	300.003	300	300	300	300	300	300	300	
0.0264994	390.095	300.004	300	300	300	300	300	300	300	
0.0277244	396.185	300.006	300	300	300	300	300	300	300	
0.0289924	402.617	300.008	300	300	300	300	300	300	300	
0.0303074	409.428	300.011	300	300	300	300	300	300	300	
0.0316739	416.643	300.015	300	300	300	300	300	300	300	
0.0330974	424.306	300.021	300	300	300	300	300	300	300	
0.0345841	432.465	300.028	300	300	300	300	300	300	300	
0.0361416	441.177	300.038	300	300	300	300	300	300	300	
0.0377381	450.268	300.05	300	300	300	300	300	300	300	
0.0393765	459.865	300.065	300	300	300	300	300	300	300	
0.0410605	469.85	300.085	300	300	300	300	300	300	300	
0.042794	480.226	300.109	300	300	300	300	300	300	300	
0.0445817	491.079	300.139	300	300	300	300	300	300	300	
0.046429	502.462	300.176	300	300	300	300	300	300	300	
0.0483423	514.431	300.222	300	300	300	300	300	300	300	
0.0503291	527.002	300.278	300	300	300	300	300	300	300	
0.0523987	540.261	300.347	300	300	300	300	300	300	300	
0.0545624	554.31	300.431	300	300	300	300	300	300	300	
0.0568343	569.258	300.535	300	300	300	300	300	300	300	
0.0591062	584.124	300.655	300	300	300	300	300	300	300	
0.061378	599.323	300.793	300	300	300	300	300	300	300	
0.0636499	614.738	300.949	300	300	300	300	300	300	300	
0.0659218	630.28	301.126	300	300	300	300	300	300	300	
0.0681937	645.948	301.324	300	300	300	300	300	300	300	
0.0704656	661.745	301.544	300	300	300	300	300	300	300	
0.0727374	677.507	301.788	300.001	300	300	300	300	300	300	
0.0750093	693.517	302.056	300.001	300	300	300	300	300	300	
0.0772812	709.722	302.349	300.001	300	300	300	300	300	300	
0.0795531	725.953	302.67	300.002	300	300	300	300	300	300	
0.081825	742.189	303.017	300.002	300	300	300	300	300	300	
0.0840968	758.47	303.393	300.003	300	300	300	300	300	300	
0.0863687	774.638	303.798	300.003	300	300	300	300	300	300	
0.0886406	790.614	304.233	300.004	300	300	300	300	300	300	
0.0909125	806.525	304.699	300.005	300	300	300	300	300	300	
0.0931844	822.118	305.196	300.007	300	300	300	300	300	300	
0.0954562	837.2	305.725	300.008	300	300	300	300	300	300	
0.0977281	852.082	306.287	300.01	300	300	300	300	300	300	
0.1	866.724	306.882	300.012	300	300	300	300	300	300	
0.102381	877.611	307.542	300.014	300	300	300	300	300	300	
0.104821	887.497	308.259	300.018	300	300	300	300	300	300	
0.107326	896.654	309.037	300.021	300	300	300	300	300	300	
0.1099	905.231	309.882	300.026	300	300	300	300	300	300	
0.11255	913.217	310.8	300.031	300	300	300	300	300	300	
0.115283	920.719	311.798	300.037	300	300	300	300	300	300	
0.118107	927.879	312.886	300.045	300	300	300	300	300	300	
0.121032	934.755	314.072	300.054	300	300	300	300	300	300	
0.124069	941.402	315.368	300.066	300	300	300	300	300	300	
0.127233	947.846	316.788	300.079	300	300	300	300	300	300	
0.13054	954.135	318.346	300.095	300	300	300	300	300	300	
0.133848	960.044	319.979	300.114	300	300	300	300	300	300	
0.137156	965.644	321.69	300.136	300	300	300	300	300	300	
0.140463	970.94	323.47	300.161	300	300	300	300	300	300	
0.143771	975.958	325.317	300.189	300	300	300	300	300	300	
0.147078	980.724	327.228	300.22	300	300	300	300	300	300	
0.150386	985.261	329.201	300.255	300	300	300	300	300	300	
0.153694	989.569	331.231	300.295	300	300	300	300	300	300	
0.157001	993.675	333.317	300.339	300	300	300	300	300	300	
0.160309	997.594	335.454	300.387	300	300	300	300	300	300	
0.163616	1001.34	337.641	300.441	300	300	300	300	300	300	
0.166924	1005.02	339.872	300.499	300	300	300	300	300	300	
0.170232	1008.71	342.147	300.564	300	300	300	300	300	300	
0.173539	1012.31	344.461	300.634	300	300	300	300	300	300	
0.176847	1015.81	346.811	300.71	300	300	300	300	300	300	
0.180154	1019.21	349.195	300.793	300	300	300	300	300	300	
0.183462	1022.51	351.61	300.882	300	300	300	300	300	300	
0.18677	1025.71	354.054	300.978	300	300	300	300	300	300	
0.190077	1028.81	356.524	301.082	300	300	300	300	300	300	
0.193385	1031.82	359.018	301.192	300	300	300	300	300	300	
0.196692	1034.74	361.533	301.311	300	300	300	300	300	300	
0.2	1037.58	364.068	301.437	300	300	300	300	300	300	
0.203448	1040.48	366.729	301.577	300	300	300	300	300	300	
0.207024	1043.41	369.508	301.733	300	300	300	300	300	300	
0.210743	1046.36	372.416	301.905	300	300	300	300	300	300	
0.214624	1049.35	375.466	302.097	300	300	300	300	300	300	
0.21869	1052.38	378.676	302.311	300	300	300	300	300	300	
0.222755	1055.43	381.898	302.539	300	300	300	300	300	300	
0.226821	1058.45	385.131	302.78	300	300	300	300	300	300	
0.230886	1061.41	388.371	303.036	300	300	300	300	300	300	
0.234952	1064.32	391.617	303.306	300	300	300	300	300	300	
0.239017	1067.16	394.867	303.59	300	300	300	300	300	300	
0.243083	1069.93	398.121	303.888	300	300	300	300	300	300	
0.247148	1072.65	401.375	304.201	300	300	300	300	300	300	
0.251214	1075.3	404.628	304.529	300	300	300	300	300	300	
0.255279	1077.89	407.879	304.871	300.001	300	300	300	300	300	
0.259345	1080.42	411.129	305.227	300.001	300	300	300	300	300	
0.26341	1082.89	414.376	305.599	300.001	300	300	300	300	300	
0.267476	1085.32	417.616	305.984	300.001	300	300	300	300	300	
0.271541	1087.68	420.849	306.384	300.001	300	300	300	300	300	
0.275607	1090	424.078	306.799	300.001	300	300	300	300	300	
0.279672	1092.26	427.301	307.228	300.001	300	300	300	300	300	
0.283738	1094.48	430.516	307.67	300.002	300	300	300	300	300	
0.287803	1096.64	433.721	308.127	300.002	300	300	300	300	300	
0.291869	1098.76	436.914	308.598	300.002	300	300	300	300	300	
0.295934	1100.82	440.097	309.083	300.003	300	300	300	300	300	
0.3	1102.88	443.271	309.581	300.003	300	300	300	300	300	
0.304167	1105.01	446.51	310.105	300.004	300	300	300	300	300	
0.308523	1107.24	449.881	310.669	300.004	300	300	300	300	300	
0.312879	1109.43	453.235	311.247	300.005	300	300	300	300	300	
0.317235	1111.56	456.571	311.841	300.006	300	300	300	300	300	
0.321591	1113.67	459.886	312.449	300.006	300	300	300	300	300	
0.325947	1115.74	463.182	313.071	300.007	300	300	300	300	300	
0.330303	1117.78	466.458	313.707	300.008	300	300	300	300	300	
0.334659	1119.78	469.714	314.357	300.009	300	300	300	300	300	
0.339015	1121.76	472.95	315.02	300.011	300	300	300	300	300	
0.343371	1123.69	476.164	315.697	300.012	300	300	300	300	300	
0.347727	1125.6	479.354	316.386	300.014	300	300	300	300	300	
0.352083	1127.48	482.522	317.088	300.015	300	300	300	300	300	
0.356439	1129.33	485.669	317.803	300.017	300	300	300	300	300	
0.360795	1131.14	488.795	318.53	300.019	300	300	300	300	300	
0.365152	1132.93	491.899	319.27	300.022	300	300	300	300	300	
0.369508	1134.69	494.981	320.025	300.024	300	300	300	300	300	
0.373864	1136.42	498.04	320.792	300.027	300	300	300	300	300	
0.37822	1138.13	501.076	321.57	300.03	300	300	300	300	300	
0.382576	1139.81	504.091	322.359	300.033	300	300	300	300	300	
0.386932	1141.47	507.085	323.159	300.036	300	300	300	300	300	
0.391288	1143.1	510.058	323.97	300.04	300	300	300	300	300	
0.395644	1144.71	513.009	324.79	300.044	300	300	300	300	300	
0.4	1146.29	515.938	325.621	300.048	300	300	300	300	300	
0.404545	1147.94	518.971	326.498	300.053	300	300	300	300	300	
0.409091	1149.56	521.979	327.386	300.058	300	300	300	300	300	
0.413636	1151.14	524.965	328.284	300.064	300	300	300	300	300	
0.418182	1152.72	527.929	329.191	300.07	300	300	300	300	300	
0.422727	1154.3	530.871	330.109	300.076	300	300	300	300	300	
0.427273	1155.87	533.791	331.035	300.083	300	300	300	300	300	
0.431818	1157.42	536.689	331.971	300.09	300	300	300	300	300	
0.436364	1158.96	539.561	332.915	300.098	300	300	300	300	300	
0.440909	1160.48	542.411	333.868	300.106	300	300	300	300	300	
0.445455	1161.98	545.24	334.829	300.115	300	300	300	300	300	
0.45	1163.47	548.047	335.799	300.124	300	300	300	300	300	
0.454545	1164.95	550.834	336.776	300.134	300	300	300	300	300	
0.459091	1166.4	553.601	337.76	300.145	300	300	300	300	300	
0.463636	1167.84	556.35	338.753	300.156	300	300	300	300	300	
0.468182	1169.27	559.093	339.752	300.167	300	300	300	300	300	
0.472727	1170.68	561.817	340.758	300.18	300	300	300	300	300	
0.477273	1172.08	564.521	341.771	300.193	300	300	300	300	300	
0.481818	1173.46	567.206	342.791	300.207	300	300	300	300	300	
0.486364	1174.83	569.871	343.817	300.221	300	300	300	300	300	
0.490909	1176.18	572.519	344.849	300.236	300	300	300	300	300	
0.495455	1177.51	575.147	345.888	300.252	300	300	300	300	300	
0.5	1178.84	577.758	346.932	300.269	300	300	300	300	300	
0.504762	1180.22	580.474	348.032	300.287	300	300	300	300	300	
0.509524	1181.6	583.174	349.138	300.306	300	300	300	300	300	
0.514286	1182.94	585.856	350.249	300.326	300	300	300	300	300	
0.519048	1184.27	588.518	351.367	300.348	300	300	300	300	300	
0.52381	1185.59	591.162	352.49	300.37	300	300	300	300	300	
0.528571	1186.9	593.787	353.617	300.393	300	300	300	300	300	
0.533333	1188.19	596.393	354.75	300.417	300	300	300	300	300	
0.538095	1189.47	598.981	355.888	300.442	300	300	300	300	300	
0.542857	1190.74	601.552	357.031	300.468	300	300	300	300	300	
0.547619	1191.99	604.106	358.178	300.495	300	300	300	300	300	
0.552381	1193.24	606.643	359.329	300.523	300	300	300	300	300	
0.557143	1194.47	609.164	360.485	300.553	300	300	300	300	300	
0.561905	1195.69	611.668	361.644	300.583	300	300	300	300	300	
0.566667	1196.9	614.154	362.808	300.615	300	300	300	300	300	
0.571429	1198.09	616.624	363.975	300.647	300	300	300	300	300	
0.57619	1199.28	619.077	365.146	300.681	300	300	300	300	300	
0.580952	1200.45	621.513	366.321	300.717	300	300	300	300	300	
0.585714	1201.62	623.934	367.499	300.753	300	300	300	300	300	
0.590476	1202.78	626.339	368.68	300.791	300	300	300	300	300	
0.595238	1203.94	628.729	369.864	300.83	300	300	300	300	300	
0.6	1205.1	631.104	371.051	300.87	300	300	300	300	300	
0.605	1206.3	633.583	372.301	300.914	300	300	300	300	300	
0.61	1207.51	636.044	373.553	300.959	300	300	300	300	300	
0.615	1208.69	638.488	374.809	301.005	300	300	300	300	300	
0.62	1209.86	640.917	376.067	301.054	300	300	300	300	300	
0.625	1211.02	643.329	377.328	301.103	300	300	300	300	300	
0.63	1212.18	645.726	378.591	301.154	300	300	300	300	300	
0.635	1213.32	648.108	379.857	301.207	300	300	300	300	300	
0.64	1214.46	650.475	381.125	301.261	300	300	300	300	300	
0.645	1215.58	652.827	382.395	301.317	300	300	300	300	300	
0.65	1216.7	655.164	383.668	301.374	300	300	300	300	300	
0.655	1217.81	657.487	384.942	301.433	300	300	300	300	300	
0.66	1218.91	659.795	386.218	301.494	300	300	300	300	300	
0.665	1220	662.091	387.495	301.556	300	300	300	300	300	
0.67	1221.08	664.373	388.775	301.62	300	300	300	300	300	
0.675	1222.16	666.642	390.056	301.686	300	300	300	300	300	
0.68	1223.23	668.898	391.339	301.753	300	300	300	300	300	
0.685	1224.28	671.14	392.622	301.822	300	300	300	300	300	
0.69	1225.33	673.369	393.907	301.892	300	300	300	300	300	
0.695	1226.37	675.585	395.194	301.965	300	300	300	300	300	
0.7	1227.41	677.789	396.481	302.039	300	300	300	300	300	
0.705	1228.43	679.979	397.77	302.114	300	300	300	300	300	
0.71	1229.45	682.157	399.059	302.192	300	300	300	300	300	
0.715	1230.46	684.322	400.35	302.271	300	300	300	300	300	
0.72	1231.47	686.476	401.641	302.352	300	300	300	300	300	
0.725	1232.46	688.618	402.933	302.434	300	300	300	300	300	
0.73	1233.45	690.748	404.225	302.519	300	300	300	300	300	
0.735	1234.44	692.866	405.528	302.605	300	300	300	300	300	
0.74	1235.41	694.973	406.831	302.693	300	300	300	300	300	
0.745	1236.38	697.068	408.135	302.783	300	300	300	300	300	
0.75	1237.34	699.151	409.44	302.874	300	300	300	300	300	
0.755	1238.3	701.224	410.745	302.968	300	300	300	300	300	
0.76	1239.25	703.284	412.05	303.063	300	300	300	300	300	
0.765	1240.19	705.333	413.355	303.16	300	300	300	300	300	
0.77	1241.12	707.374	414.66	303.258	300	300	300	300	300	
0.775	1242.05	709.415	415.966	303.36	300	300	300	300	300	
0.78	1242.97	711.445	417.271	303.463	300	300	300	300	300	
0.785	1243.88	713.465	418.577	303.568	300	300	300	300	300	
0.79	1244.79	715.473	419.884	303.675	300	300	300	300	300	
0.795	1245.69	717.471	421.19	303.783	300	300	300	300	300	
0.8	1246.59	719.459	422.496	303.894	300	300	300	300	300	
0.805	1247.48	721.436	423.802	304.006	300	300	300	300	300	
0.81	1248.36	723.402	425.107	304.12	300	300	300	300	300	
0.815	1249.24	725.358	426.411	304.236	300	300	300	300	300	
0.82	1250.12	727.304	427.716	304.354	300	300	300	300	300	
0.825	1250.98	729.24	429.021	304.474	300	300	300	300	300	
0.83	1251.85	731.166	430.326	304.596	300	300	300	300	300	
0.835	1252.71	733.081	431.631	304.719	300	300	300	300	300	
0.84	1253.57	734.987	432.935	304.845	300	300	300	300	300	
0.845	1254.42	736.884	434.238	304.972	300	300	300	300	300	
0.85	1255.26	738.77	435.54	305.101	300	300	300	300	300	
0.855	1256.11	740.647	436.842	305.232	300	300	300	300	300	
0.86	1256.94	742.515	438.143	305.364	300	300	300	300	300	
0.865	1257.78	744.372	439.443	305.499	300	300	300	300	300	
0.87	1258.61	746.221	440.743	305.635	300	300	300	300	300	
0.875	1259.43	748.06	442.042	305.774	300	300	300	300	300	
0.88	1260.25	749.89	443.34	305.914	300	300	300	300	300	
0.885	1261.06	751.711	444.637	306.055	300	300	300	300	300	
0.89	1261.87	753.522	445.933	306.199	300	300	300	300	300	
0.895	1262.67	755.325	447.227	306.345	300	300	300	300	300	
0.9	1263.47	757.119	448.52	306.492	300	300	300	300	300	
0.904762	1264.22	758.82	449.75	306.634	300	300	300	300	300	
0.909524	1264.96	760.513	450.979	306.778	300	300	300	300	300	
0.914286	1265.71	762.198	452.206	306.923	300	300	300	300	300	
0.919048	1266.46	763.876	453.432	307.07	300	300	300	300	300	
0.92381	1267.2	765.546	454.655	307.218	300	300	300	300	300	
0.928571	1267.93	767.209	455.877	307.368	300	300	300	300	300	
0.933333	1268.66	768.864	457.098	307.52	300	300	300	300	300	
0.938095	1269.39	770.511	458.317	307.673	300	300	300	300	300	
0.942857	1270.11	772.151	459.534	307.828	300	300	300	300	300	
0.947619	1270.83	773.783	460.75	307.985	300.001	300	300	300	300	
0.952381	1271.54	775.408	461.964	308.143	300.001	300	300	300	300	
0.957143	1272.25	777.025	463.176	308.303	300.001	300	300	300	300	
0.961905	1272.96	778.635	464.386	308.464	300.001	300	300	300	300	
0.966667	1273.66	780.238	465.593	308.627	300.001	300	300	300	300	
0.971429	1274.36	781.834	466.799	308.792	300.001	300	300	300	300	
0.97619	1275.06	783.422	468.002	308.958	300.001	300	300	300	300	
0.980952	1275.75	785.004	469.204	309.126	300.001	300	300	300	300	
0.985714	1276.44	786.58	470.404	309.295	300.001	300	300	300	300	
0.990476	1277.12	788.149	471.602	309.466	300.001	300	300	300	300	
0.995238	1277.8	789.711	472.798	309.638	300.001	300	300	300	300	
1	1278.48	791.267	473.992	309.812	300.001	300	300	300	300	
1.00476	1279.15	792.816	475.184	309.987	300.001	300	300	300	300	
1.00952	1279.82	794.359	476.374	310.164	300.001	300	300	300	300	
1.01429	1280.49	795.895	477.562	310.343	300.001	300	300	300	300	
1.01905	1281.15	797.424	478.747	310.523	300.001	300	300	300	300	
1.02381	1281.81	798.947	479.931	310.704	300.001	300	300	300	300	
1.02857	1282.47	800.463	481.112	310.887	300.001	300	300	300	300	
1.03333	1283.12	801.973	482.291	311.072	300.002	300	300	300	300	
1.0381	1283.77	803.477	483.468	311.258	300.002	300	300	300	300	
1.04286	1284.42	804.974	484.643	311.445	300.002	300	300	300	300	
1.04762	1285.06	806.464	485.816	311.634	300.002	300	300	300	300	
1.05238	1285.7	807.949	486.986	311.825	300.002	300	300	300	300	
1.05714	1286.34	809.427	488.155	312.017	300.002	300	300	300	300	
1.0619	1286.98	810.899	489.322	312.21	300.002	300	300	300	300	
1.06667	1287.61	812.374	490.486	312.405	300.002	300	300	300	300	
1.07143	1288.23	813.844	491.648	312.601	300.002	300	300	300	300	
1.07619	1288.86	815.309	492.808	312.799	300.002	300	300	300	300	
1.08095	1289.48	816.768	493.972	312.998	300.003	300	300	300	300	
1.08571	1290.1	818.221	495.135	313.198	300.003	300	300	300	300	
1.09048	1290.71	819.668	496.296	313.4	300.003	300	300	300	300	
1.09524	1291.32	821.11	497.455	313.604	300.003	300	300	300	300	
1.1	1291.93	822.545	498.611	313.809	300.003	300	300	300	300	
1.105	1292.57	824.048	499.823	314.025	300.003	300	300	300	300	
1.10975	1293.17	825.468	500.972	314.232	300.003	300	300	300	300	
1.1145	1293.76	826.883	502.119	314.441	300.004	300	300	300	300	
1.11925	1294.35	828.292	503.264	314.651	300.004	300	300	300	300	
1.124	1294.95	829.696	504.406	314.862	300.004	300	300	300	300	
1.12875	1295.53	831.095	505.547	315.074	300.004	300	300	300	300	
1.1335	1296.12	832.488	506.684	315.288	300.004	300	300	300	300	
1.13825	1296.7	833.875	507.82	315.503	300.004	300	300	300	300	
1.143	1297.28	835.257	508.953	315.72	300.005	300	300	300	300	
1.14775	1297.86	836.634	510.084	315.938	300.005	300	300	300	300	
1.1525	1298.43	838.005	511.212	316.157	300.005	300	300	300	300	
1.15725	1299	839.372	512.338	316.378	300.005	300	300	300	300	
1.162	1299.57	840.732	513.462	316.599	300.006	300	300	300	300	
1.16675	1300.14	842.088	514.584	316.823	300.006	300	300	300	300	
1.1715	1300.7	843.438	515.703	317.047	300.006	300	300	300	300	
1.17625	1301.27	844.783	516.82	317.273	300.006	300	300	300	300	
1.181	1301.83	846.123	517.935	317.499	300.007	300	300	300	300	
1.18575	1302.38	847.458	519.048	317.728	300.007	300	300	300	300	
1.1905	1302.94	848.788	520.158	317.957	300.007	300	300	300	300	
1.19525	1303.49	850.113	521.267	318.188	300.007	300	300	300	300	
1.2	1304.05	851.433	522.372	318.42	300.008	300	300	300	300	
1.20476	1304.6	852.751	523.478	318.654	300.008	300	300	300	300	
1.20952	1305.14	854.065	524.582	318.889	300.008	300	300	300	300	
1.21429	1305.69	855.374	525.683	319.125	300.009	300	300	300	300	
1.21905	1306.23	856.678	526.782	319.362	300.009	300	300	300	300	
1.22381	1306.77	857.978	527.879	319.601	300.009	300	300	300	300	
1.22857	1307.31	859.273	528.973	319.841	300.01	300	300	300	300	
1.23333	1307.85	860.563	530.065	320.084	300.01	300	300	300	300	
1.2381	1308.38	861.849	531.155	320.328	300.011	300	300	300	300	
1.24286	1308.91	863.13	532.243	320.574	300.011	300	300	300	300	
1.24762	1309.44	864.407	533.328	320.82	300.011	300	300	300	300	
1.25238	1309.97	865.679	534.412	321.068	300.012	300	300	300	300	
1.25714	1310.49	866.947	535.493	321.317	300.012	300	300	300	300	
1.2619	1311.01	868.21	536.572	321.567	300.013	300	300	300	300	
1.26667	1311.53	869.469	537.648	321.818	300.013	300	300	300	300	
1.27143	1312.04	870.723	538.722	322.071	300.014	300	300	300	300	
1.27619	1312.56	871.972	539.793	322.324	300.014	300	300	300	300	
1.28095	1313.07	873.218	540.862	322.579	300.015	300	300	300	300	
1.28571	1313.58	874.458	541.929	322.835	300.015	300	300	300	300	
1.29048	1314.09	875.695	542.993	323.092	300.016	300	300	300	300	
1.29524	1314.59	876.927	544.055	323.35	300.016	300	300	300	300	
