 t (s) 	surface	tc1	tc2	tc3	tc4	tc5	tc6	tc7	bottom
18.5048	1540.31	0	0	1387.14	689.071	418.409	329.6	300.95	300	
18.5095	1540.32	0	0	1387.44	689.207	418.477	329.625	300.951	300	
18.5143	1540.33	0	0	1387.73	689.343	418.544	329.649	300.953	300	
18.519	1540.34	0	0	1388.03	689.48	418.612	329.673	300.954	300	
18.5238	1540.35	0	0	1388.33	689.616	418.679	329.698	300.956	300	
18.5286	1540.36	0	0	1388.62	689.752	418.747	329.722	300.957	300	
18.5333	1540.37	0	0	1388.92	689.888	418.814	329.747	300.959	300	
18.5381	1540.38	0	0	1389.22	690.024	418.882	329.771	300.96	300	
18.5429	1540.39	0	0	1389.52	690.16	418.949	329.795	300.962	300	
18.5476	1540.4	0	0	1389.82	690.296	419.016	329.82	300.963	300	
18.5524	1540.41	0	0	1390.12	690.432	419.084	329.844	300.965	300	
18.5571	1540.42	0	0	1390.42	690.568	419.151	329.869	300.966	300	
18.5619	1540.43	0	0	1390.72	690.704	419.219	329.893	300.968	300	
18.5667	1540.44	0	0	1391.02	690.84	419.286	329.918	300.969	300	
18.5714	1540.44	0	0	1391.32	690.975	419.354	329.942	300.971	300	
18.5762	1540.45	0	0	1391.62	691.111	419.422	329.967	300.972	300	
18.581	1540.46	0	0	1391.92	691.248	419.489	329.991	300.974	300	
18.5857	1540.47	0	0	1392.22	691.385	419.557	330.016	300.975	300	
18.5905	1540.48	0	0	1392.52	691.522	419.624	330.04	300.977	300	
18.5952	1540.49	0	0	1392.82	691.659	419.692	330.064	300.978	300	
18.6	1540.5	0	0	1393.12	691.796	419.759	330.089	300.98	300	
18.605	1540.51	0	0	1393.43	691.94	419.83	330.115	300.981	300	
18.6098	1540.52	0	0	1393.73	692.077	419.898	330.139	300.983	300	
18.6145	1540.53	0	0	1394.03	692.213	419.965	330.164	300.984	300	
18.6193	1540.54	0	0	1394.33	692.35	420.032	330.188	300.986	300	
18.624	1540.55	0	0	1394.63	692.486	420.1	330.213	300.988	300	
18.6288	1540.56	0	0	1394.93	692.623	420.167	330.237	300.989	300	
18.6335	1540.57	0	0	1395.23	692.759	420.235	330.262	300.991	300	
18.6383	1540.58	0	0	1395.53	692.896	420.302	330.286	300.992	300	
18.643	1540.59	0	0	1395.82	693.032	420.37	330.311	300.994	300	
18.6478	1540.6	0	0	1396.12	693.169	420.437	330.335	300.995	300	
18.6525	1540.61	0	0	1396.42	693.305	420.505	330.36	300.997	300	
18.6573	1540.62	0	0	1396.72	693.442	420.572	330.384	300.998	300	
18.662	1540.63	0	0	1397.02	693.578	420.639	330.409	301	300	
18.6668	1540.64	0	0	1397.32	693.714	420.707	330.433	301.001	300	
18.6715	1540.64	0	0	1397.62	693.851	420.774	330.458	301.003	300	
18.6763	1540.65	0	0	1397.91	693.987	420.842	330.482	301.004	300	
18.681	1540.66	0	0	1398.21	694.123	420.909	330.507	301.006	300	
18.6858	1540.67	0	0	1398.51	694.26	420.977	330.531	301.008	300	
18.6905	1540.68	0	0	1398.81	694.396	421.044	330.556	301.009	300	
18.6953	1540.69	0	0	1399.11	694.532	421.112	330.581	301.011	300	
18.7	1540.7	0	0	1399.41	694.669	421.18	330.605	301.012	300	
18.7048	1540.71	0	0	1399.7	694.805	421.247	330.63	301.014	300	
18.7095	1540.72	0	0	1400	694.942	421.315	330.655	301.015	300	
18.7143	1540.73	0	0	1400.3	695.078	421.383	330.679	301.017	300	
18.719	1540.74	0	0	1400.6	695.215	421.45	330.704	301.018	300	
18.7238	1540.75	0	0	1400.9	695.351	421.518	330.729	301.02	300	
18.7286	1540.76	0	0	1401.2	695.488	421.586	330.753	301.022	300	
18.7333	1540.77	0	0	1401.5	695.624	421.654	330.778	301.023	300	
18.7381	1540.78	0	0	1401.8	695.761	421.721	330.803	301.025	300	
18.7429	1540.79	0	0	1402.09	695.897	421.789	330.828	301.026	300	
18.7476	1540.8	0	0	1402.4	696.034	421.857	330.852	301.028	300	
18.7524	1540.8	0	0	1402.7	696.17	421.925	330.877	301.029	300	
18.7571	1540.81	0	0	1403	696.306	421.992	330.902	301.031	300	
18.7619	1540.82	0	0	1403.3	696.443	422.06	330.927	301.033	300	
18.7667	1540.83	0	0	1403.61	696.579	422.128	330.951	301.034	300	
18.7714	1540.84	0	0	1403.91	696.715	422.196	330.976	301.036	300	
18.7762	1540.85	0	0	1404.21	696.852	422.263	331.001	301.037	300	
18.781	1540.86	0	0	1404.51	696.988	422.332	331.026	301.039	300	
18.7857	1540.87	0	0	1404.81	697.124	422.401	331.05	301.041	300	
18.7905	1540.88	0	0	1405.12	697.26	422.47	331.075	301.042	300	
18.7952	1540.89	0	0	1405.42	697.397	422.538	331.1	301.044	300	
18.8	1540.9	0	0	1405.72	697.533	422.607	331.125	301.045	300	
18.8048	1540.91	0	0	1406.02	697.669	422.676	331.15	301.047	300	
18.8095	1540.92	0	0	1406.33	697.805	422.745	331.175	301.049	300	
18.8143	1540.93	0	0	1406.63	697.941	422.814	331.199	301.05	300	
18.819	1540.94	0	0	1406.93	698.078	422.882	331.224	301.052	300	
18.8238	1540.95	0	0	1407.23	698.214	422.951	331.249	301.053	300	
18.8286	1540.95	0	0	1407.53	698.35	423.02	331.274	301.055	300	
18.8333	1540.96	0	0	1407.84	698.486	423.089	331.299	301.057	300	
18.8381	1540.97	0	0	1408.14	698.622	423.158	331.324	301.058	300	
18.8429	1540.98	0	0	1408.44	698.758	423.226	331.349	301.06	300	
18.8476	1540.99	0	0	1408.74	698.894	423.295	331.374	301.061	300	
18.8524	1541	0	0	1409.04	699.03	423.364	331.398	301.063	300	
18.8571	1541.01	0	0	1409.34	699.166	423.433	331.423	301.065	300	
18.8619	1541.02	0	0	1409.65	699.302	423.502	331.448	301.066	300	
18.8667	1541.03	0	0	1409.95	699.438	423.571	331.473	301.068	300	
18.8714	1541.04	0	0	1410.25	699.574	423.64	331.498	301.069	300	
18.8762	1541.05	0	0	1410.55	699.71	423.708	331.523	301.071	300	
18.881	1541.06	0	0	1410.85	699.846	423.777	331.548	301.073	300	
18.8857	1541.07	0	0	1411.16	699.982	423.846	331.573	301.074	300	
18.8905	1541.08	0	0	1411.46	700.117	423.915	331.598	301.076	300	
18.8952	1541.09	0	0	1411.76	700.253	423.984	331.623	301.078	300	
18.9	1541.09	0	0	1412.06	700.389	424.053	331.648	301.079	300	
18.905	1541.1	0	0	1412.38	700.532	424.125	331.674	301.081	300	
18.91	1541.11	0	0	1412.69	700.674	424.198	331.7	301.083	300	
18.9147	1541.12	0	0	1412.99	700.809	424.266	331.725	301.084	300	
18.9195	1541.13	0	0	1413.29	700.944	424.335	331.75	301.086	300	
18.9242	1541.14	0	0	1413.59	701.08	424.404	331.775	301.087	300	
18.9289	1541.15	0	0	1413.89	701.215	424.472	331.8	301.089	300	
18.9337	1541.16	0	0	1414.19	701.35	424.541	331.825	301.091	300	
18.9384	1541.17	0	0	1414.49	701.484	424.609	331.85	301.092	300	
18.9432	1541.18	0	0	1414.79	701.619	424.678	331.875	301.094	300	
18.9479	1541.19	0	0	1415.09	701.754	424.747	331.899	301.096	300	
18.9526	1541.2	0	0	1415.39	701.889	424.815	331.924	301.097	300	
18.9574	1541.21	0	0	1415.69	702.024	424.884	331.949	301.099	300	
18.9621	1541.21	0	0	1415.99	702.159	424.953	331.974	301.101	300	
18.9668	1541.22	0	0	1416.3	702.294	425.021	331.999	301.102	300	
18.9716	1541.23	0	0	1416.6	702.429	425.09	332.024	301.104	300	
18.9763	1541.24	0	0	1416.9	702.564	425.158	332.049	301.106	300	
18.9811	1541.25	0	0	1417.21	702.698	425.227	332.074	301.107	300	
18.9858	1541.26	0	0	1417.51	702.833	425.296	332.099	301.109	300	
18.9905	1541.27	0	0	1417.81	702.969	425.365	332.124	301.11	300	
18.9953	1541.28	0	0	1418.12	703.105	425.433	332.149	301.112	300	
19	1541.29	0	0	1418.42	703.241	425.502	332.174	301.114	300	
19.0048	1541.3	0	0	1418.72	703.378	425.571	332.199	301.115	300	
19.0095	1541.31	0	0	1419.03	703.514	425.64	332.224	301.117	300	
19.0143	1541.32	0	0	1419.33	703.651	425.709	332.249	301.119	300	
19.019	1541.32	0	0	1419.64	703.787	425.778	332.275	301.12	300	
19.0238	1541.33	0	0	1419.94	703.924	425.847	332.3	301.122	300	
19.0286	1541.34	0	0	1420.25	704.06	425.916	332.325	301.124	300	
19.0333	1541.35	0	0	1420.55	704.197	425.985	332.35	301.125	300	
19.0381	1541.36	0	0	1420.86	704.333	426.055	332.375	301.127	300	
19.0429	1541.37	0	0	1421.16	704.469	426.124	332.401	301.129	300	
19.0476	1541.38	0	0	1421.46	704.606	426.193	332.426	301.13	300	
19.0524	1541.39	0	0	1421.77	704.742	426.262	332.451	301.132	300	
19.0571	1541.4	0	0	1422.07	704.879	426.331	332.476	301.134	300	
19.0619	1541.41	0	0	1422.38	705.015	426.4	332.501	301.136	300	
19.0667	1541.42	0	0	1422.68	705.151	426.469	332.527	301.137	300	
19.0714	1541.43	0	0	1422.99	705.288	426.539	332.552	301.139	300	
19.0762	1541.43	0	0	1423.29	705.424	426.608	332.577	301.141	300	
19.081	1541.44	0	0	1423.6	705.56	426.677	332.602	301.142	300	
19.0857	1541.45	0	0	1423.9	705.696	426.746	332.628	301.144	300	
19.0905	1541.46	0	0	1424.2	705.833	426.815	332.653	301.146	300	
19.0952	1541.47	0	0	1424.51	705.969	426.884	332.678	301.147	300	
19.1	1541.48	0	0	1424.81	706.105	426.954	332.704	301.149	300	
19.105	1541.49	0	0	1425.13	706.248	427.026	332.73	301.151	300	
19.1098	1541.5	0	0	1425.44	706.384	427.095	332.755	301.153	300	
19.1145	1541.51	0	0	1425.74	706.52	427.164	332.781	301.154	300	
19.1193	1541.52	0	0	1426.04	706.655	427.233	332.806	301.156	300	
19.124	1541.53	0	0	1426.34	706.791	427.302	332.831	301.158	300	
19.1288	1541.54	0	0	1426.65	706.927	427.371	332.856	301.159	300	
19.1335	1541.54	0	0	1426.95	707.063	427.441	332.882	301.161	300	
19.1383	1541.55	0	0	1427.25	707.198	427.51	332.907	301.163	300	
19.143	1541.56	0	0	1427.56	707.334	427.579	332.932	301.164	300	
19.1478	1541.57	0	0	1427.86	707.47	427.648	332.957	301.166	300	
19.1525	1541.58	0	0	1428.16	707.605	427.717	332.983	301.168	300	
19.1573	1541.59	0	0	1428.47	707.741	427.786	333.008	301.17	300	
19.162	1541.6	0	0	1428.77	707.877	427.855	333.033	301.171	300	
19.1668	1541.61	0	0	1429.07	708.012	427.924	333.059	301.173	300	
19.1715	1541.62	0	0	1429.38	708.148	427.993	333.084	301.175	300	
19.1763	1541.63	0	0	1429.68	708.283	428.062	333.109	301.176	300	
19.181	1541.63	0	0	1429.99	708.419	428.131	333.135	301.178	300	
19.1858	1541.64	0	0	1430.3	708.555	428.201	333.16	301.18	300	
19.1905	1541.65	0	0	1430.6	708.69	428.27	333.185	301.182	300	
19.1953	1541.66	0	0	1430.91	708.826	428.339	333.211	301.183	300	
19.2	1541.67	0	0	1431.22	708.961	428.408	333.236	301.185	300	
19.2048	1541.68	0	0	1431.52	709.097	428.477	333.262	301.187	300	
19.2095	1541.69	0	0	1431.83	709.233	428.547	333.287	301.189	300	
19.2143	1541.7	0	0	1432.14	709.368	428.616	333.313	301.19	300	
19.219	1541.71	0	0	1432.45	709.504	428.685	333.338	301.192	300	
19.2238	1541.72	0	0	1432.75	709.64	428.755	333.364	301.194	300	
19.2286	1541.72	0	0	1433.06	709.776	428.824	333.389	301.195	300	
19.2333	1541.73	0	0	1433.37	709.911	428.893	333.414	301.197	300	
19.2381	1541.74	0	0	1433.67	710.047	428.963	333.44	301.199	300	
19.2429	1541.75	0	0	1433.98	710.183	429.032	333.466	301.201	300	
19.2476	1541.76	0	0	1434.29	710.318	429.102	333.491	301.202	300	
19.2524	1541.77	0	0	1434.6	710.454	429.171	333.517	301.204	300	
19.2571	1541.78	0	0	1434.9	710.589	429.24	333.542	301.206	300	
19.2619	1541.79	0	0	1435.21	710.725	429.31	333.568	301.208	300	
19.2667	1541.8	0	0	1435.52	710.861	429.379	333.593	301.209	300	
19.2714	1541.81	0	0	1435.82	710.996	429.448	333.619	301.211	300	
19.2762	1541.81	0	0	1436.13	711.132	429.518	333.644	301.213	300	
19.281	1541.82	0	0	1436.44	711.267	429.587	333.67	301.215	300	
19.2857	1541.83	0	0	1436.74	711.403	429.657	333.695	301.217	300	
19.2905	1541.84	0	0	1437.05	711.538	429.726	333.721	301.218	300	
19.2952	1541.85	0	0	1437.36	711.674	429.796	333.747	301.22	300	
19.3	1541.86	0	0	1437.67	711.809	429.865	333.772	301.222	300	
19.3048	1541.87	0	0	1437.97	711.944	429.934	333.798	301.224	300	
19.3095	1541.88	0	0	1438.28	712.08	430.004	333.823	301.225	300	
19.3143	1541.89	0	0	1438.59	712.215	430.073	333.849	301.227	300	
19.319	1541.9	0	0	1438.89	712.351	430.143	333.875	301.229	300	
19.3238	1541.9	0	0	1439.2	712.486	430.212	333.9	301.231	300	
19.3286	1541.91	0	0	1439.51	712.621	430.282	333.926	301.232	300	
19.3333	1541.92	0	0	1439.81	712.757	430.351	333.951	301.234	300	
19.3381	1541.93	0	0	1440.12	712.892	430.421	333.977	301.236	300	
19.3429	1541.94	0	0	1440.43	713.027	430.49	334.003	301.238	300	
19.3476	1541.95	0	0	1440.73	713.162	430.56	334.029	301.24	300	
19.3524	1541.96	0	0	1441.04	713.298	430.629	334.055	301.241	300	
19.3571	1541.97	0	0	1441.35	713.433	430.699	334.081	301.243	300	
19.3619	1541.98	0	0	1441.65	713.568	430.768	334.107	301.245	300	
19.3667	1541.98	0	0	1441.96	713.703	430.838	334.133	301.247	300	
19.3714	1541.99	0	0	1442.27	713.838	430.907	334.159	301.249	300	
19.3762	1542	0	0	1442.57	713.974	430.977	334.185	301.25	300	
19.381	1542.01	0	0	1442.88	714.109	431.046	334.212	301.252	300	
19.3857	1542.02	0	0	1443.19	714.244	431.116	334.238	301.254	300	
19.3905	1542.03	0	0	1443.5	714.379	431.186	334.264	301.256	300	
19.3952	1542.04	0	0	1443.81	714.515	431.255	334.29	301.257	300	
19.4	1542.05	0	0	1444.12	714.651	431.325	334.316	301.259	300	
19.405	1542.06	0	0	1444.44	714.794	431.398	334.343	301.261	300	
19.41	1542.07	0	0	1444.77	714.937	431.471	334.371	301.263	300	
19.4147	1542.07	0	0	1445.08	715.072	431.54	334.397	301.265	300	
19.4195	1542.08	0	0	1445.38	715.208	431.61	334.423	301.267	300	
19.4242	1542.09	0	0	1445.69	715.343	431.68	334.449	301.268	300	
19.4289	1542.1	0	0	1446	715.478	431.751	334.475	301.27	300	
19.4337	1542.11	0	0	1446.31	715.614	431.821	334.501	301.272	300	
19.4384	1542.12	0	0	1446.62	715.749	431.891	334.527	301.274	300	
19.4432	1542.13	0	0	1446.93	715.884	431.961	334.553	301.276	300	
19.4479	1542.14	0	0	1447.23	716.02	432.032	334.579	301.278	300	
19.4526	1542.14	0	0	1447.54	716.155	432.102	334.605	301.279	300	
19.4574	1542.15	0	0	1447.85	716.29	432.172	334.631	301.281	300	
19.4621	1542.16	0	0	1448.16	716.425	432.242	334.657	301.283	300	
19.4668	1542.17	0	0	1448.47	716.56	432.313	334.683	301.285	300	
19.4716	1542.18	0	0	1448.78	716.695	432.383	334.709	301.287	300	
19.4763	1542.19	0	0	1449.08	716.831	432.453	334.735	301.289	300	
19.4811	1542.2	0	0	1449.39	716.966	432.524	334.761	301.29	300	
19.4858	1542.21	0	0	1449.7	717.101	432.594	334.788	301.292	300	
19.4905	1542.21	0	0	1450.01	717.236	432.664	334.814	301.294	300	
19.4953	1542.22	0	0	1450.32	717.371	432.734	334.84	301.296	300	
19.5	1542.23	0	0	1450.62	717.506	432.805	334.866	301.298	300	
19.5048	1542.24	0	0	1450.93	717.642	432.876	334.892	301.3	300	
19.5095	1542.25	0	0	1451.24	717.777	432.946	334.918	301.302	300	
19.5143	1542.26	0	0	1451.55	717.913	433.017	334.945	301.304	300	
19.519	1542.27	0	0	1451.86	718.049	433.088	334.971	301.305	300	
19.5238	1542.28	0	0	1452.17	718.184	433.158	334.997	301.307	300	
19.5286	1542.28	0	0	1452.48	718.32	433.229	335.024	301.309	300	
19.5333	1542.29	0	0	1452.79	718.456	433.3	335.05	301.311	300	
19.5381	1542.3	0	0	1453.1	718.591	433.371	335.076	301.313	300	
19.5429	1542.31	0	0	1453.41	718.727	433.441	335.103	301.315	300	
19.5476	1542.32	0	0	1453.72	718.862	433.512	335.129	301.317	300	
19.5524	1542.33	0	0	1454.03	718.998	433.583	335.155	301.319	300	
19.5571	1542.34	0	0	1454.34	719.133	433.654	335.182	301.32	300	
19.5619	1542.35	0	0	1454.65	719.269	433.724	335.208	301.322	300	
19.5667	1542.35	0	0	1454.95	719.404	433.795	335.234	301.324	300	
19.5714	1542.36	0	0	1455.26	719.54	433.866	335.261	301.326	300	
19.5762	1542.37	0	0	1455.57	719.675	433.937	335.287	301.328	300	
19.581	1542.38	0	0	1455.88	719.811	434.007	335.313	301.33	300	
19.5857	1542.39	0	0	1456.19	719.946	434.078	335.34	301.332	300	
19.5905	1542.4	0	0	1456.5	720.082	434.149	335.366	301.334	300	
19.5952	1542.41	0	0	1456.81	720.217	434.22	335.393	301.336	300	
19.6	1542.42	0	0	1457.12	720.352	434.291	335.419	301.337	300	
19.605	1542.43	0	0	1457.45	720.494	434.365	335.447	301.339	300	
19.6098	1542.43	0	0	1457.77	720.629	434.436	335.473	301.341	300	
19.6145	1542.44	0	0	1458.08	720.764	434.506	335.5	301.343	300	
19.6193	1542.45	0	0	1458.39	720.899	434.577	335.526	301.345	300	
19.624	1542.46	0	0	1458.7	721.034	434.648	335.552	301.347	300	
19.6288	1542.47	0	0	1459.01	721.169	434.718	335.579	301.349	300	
19.6335	1542.48	0	0	1459.33	721.304	434.789	335.605	301.351	300	
19.6383	1542.49	0	0	1459.64	721.439	434.86	335.632	301.353	300	
19.643	1542.49	0	0	1459.95	721.574	434.93	335.658	301.355	300	
19.6478	1542.5	0	0	1460.26	721.709	435.001	335.684	301.357	300	
19.6525	1542.51	0	0	1460.57	721.843	435.072	335.711	301.359	300	
19.6573	1542.52	0	0	1460.89	721.978	435.143	335.737	301.361	300	
19.662	1542.53	0	0	1461.2	722.113	435.213	335.764	301.362	300	
19.6668	1542.54	0	0	1461.51	722.248	435.284	335.79	301.364	300	
19.6715	1542.55	0	0	1461.82	722.383	435.355	335.817	301.366	300	
19.6763	1542.55	0	0	1462.13	722.517	435.425	335.843	301.368	300	
19.681	1542.56	0	0	1462.44	722.652	435.496	335.869	301.37	300	
19.6858	1542.57	0	0	1462.76	722.787	435.567	335.896	301.372	300	
19.6905	1542.58	0	0	1463.07	722.921	435.638	335.922	301.374	300	
19.6953	1542.59	0	0	1463.38	723.056	435.708	335.949	301.376	300	
19.7	1542.6	0	0	1463.69	723.191	435.779	335.975	301.378	300	
19.7048	1542.61	0	0	1464	723.326	435.85	336.002	301.38	300	
19.7095	1542.62	0	0	1464.32	723.46	435.921	336.029	301.382	300	
19.7143	1542.62	0	0	1464.63	723.595	435.992	336.055	301.384	300	
19.719	1542.63	0	0	1464.94	723.73	436.063	336.082	301.386	300	
19.7238	1542.64	0	0	1465.25	723.865	436.134	336.108	301.388	300	
19.7286	1542.65	0	0	1465.56	724	436.205	336.135	301.39	300	
19.7333	1542.66	0	0	1465.88	724.135	436.276	336.162	301.391	300	
19.7381	1542.67	0	0	1466.19	724.27	436.347	336.188	301.393	300	
19.7429	1542.68	0	0	1466.5	724.404	436.418	336.215	301.395	300	
19.7476	1542.68	0	0	1466.81	724.539	436.489	336.241	301.397	300	
19.7524	1542.69	0	0	1467.13	724.674	436.56	336.268	301.399	300	
19.7571	1542.7	0	0	1467.44	724.809	436.631	336.295	301.401	300	
19.7619	1542.71	0	0	1467.75	724.943	436.702	336.321	301.403	300	
19.7667	1542.72	0	0	1468.06	725.078	436.773	336.348	301.405	300	
19.7714	1542.73	0	0	1468.37	725.213	436.844	336.375	301.407	300	
19.7762	1542.74	0	0	1468.69	725.348	436.915	336.401	301.409	300	
19.781	1542.74	0	0	1469	725.482	436.986	336.428	301.411	300	
19.7857	1542.75	0	0	1469.31	725.617	437.057	336.455	301.413	300	
19.7905	1542.76	0	0	1469.62	725.752	437.128	336.481	301.415	300	
19.7952	1542.77	0	0	1469.93	725.887	437.199	336.508	301.417	300	
19.8	1542.78	0	0	1470.25	726.023	437.27	336.535	301.419	300	
19.8048	1542.79	0	0	1470.56	726.158	437.341	336.562	301.421	300	
19.8095	1542.8	0	0	1470.88	726.294	437.412	336.588	301.423	300	
19.8143	1542.8	0	0	1471.19	726.43	437.483	336.615	301.425	300	
19.819	1542.81	0	0	1471.51	726.565	437.554	336.642	301.427	300	
19.8238	1542.82	0	0	1471.82	726.701	437.625	336.668	301.429	300	
19.8286	1542.83	0	0	1472.14	726.836	437.696	336.695	301.431	300	
19.8333	1542.84	0	0	1472.46	726.972	437.768	336.722	301.433	300	
19.8381	1542.85	0	0	1472.77	727.107	437.839	336.749	301.435	300	
19.8429	1542.86	0	0	1473.09	727.243	437.91	336.776	301.437	300	
19.8476	1542.86	0	0	1473.4	727.378	437.981	336.802	301.439	300	
19.8524	1542.87	0	0	1473.72	727.514	438.052	336.829	301.441	300	
19.8571	1542.88	0	0	1474.03	727.649	438.123	336.856	301.443	300	
19.8619	1542.89	0	0	1474.35	727.784	438.194	336.883	301.445	300	
19.8667	1542.9	0	0	1474.66	727.92	438.265	336.91	301.447	300	
19.8714	1542.91	0	0	1474.98	728.055	438.336	336.936	301.449	300	
19.8762	1542.92	0	0	1475.29	728.191	438.408	336.963	301.451	300	
19.881	1542.92	0	0	1475.61	728.326	438.479	336.99	301.453	300	
19.8857	1542.93	0	0	1475.93	728.461	438.55	337.017	301.455	300	
19.8905	1542.94	0	0	1476.24	728.596	438.621	337.044	301.457	300	
19.8952	1542.95	0	0	1476.56	728.732	438.692	337.071	301.459	300	
19.9	1542.96	0	0	1476.87	728.867	438.763	337.097	301.461	300	
19.905	1542.97	0	0	1477.2	729.009	438.838	337.126	301.463	300	
19.91	1542.98	0	0	1477.53	729.151	438.913	337.154	301.465	300	
19.9147	1542.98	0	0	1477.85	729.285	438.984	337.181	301.467	300	
19.9195	1542.99	0	0	1478.16	729.42	439.054	337.207	301.469	300	
19.9242	1543	0	0	1478.47	729.554	439.125	337.234	301.471	300	
19.9289	1543.01	0	0	1478.79	729.689	439.196	337.261	301.473	300	
19.9337	1543.02	0	0	1479.1	729.823	439.267	337.288	301.475	300	
19.9384	1543.03	0	0	1479.41	729.958	439.338	337.314	301.477	300	
19.9432	1543.03	0	0	1479.73	730.092	439.409	337.341	301.479	300	
19.9479	1543.04	0	0	1480.04	730.226	439.479	337.368	301.481	300	
19.9526	1543.05	0	0	1480.35	730.361	439.55	337.395	301.483	300	
19.9574	1543.06	0	0	1480.67	730.495	439.621	337.422	301.485	300	
19.9621	1543.07	0	0	1480.98	730.629	439.692	337.448	301.487	300	
19.9668	1543.08	0	0	1481.29	730.764	439.763	337.475	301.489	300	
19.9716	1543.09	0	0	1481.61	730.898	439.834	337.502	301.491	300	
19.9763	1543.09	0	0	1481.92	731.032	439.905	337.529	301.493	300	
19.9811	1543.1	0	0	1482.23	731.166	439.976	337.556	301.496	300	
19.9858	1543.11	0	0	1482.55	731.301	440.047	337.582	301.498	300	
19.9905	1543.12	0	0	1482.86	731.435	440.118	337.609	301.5	300	
19.9953	1543.13	0	0	1483.17	731.569	440.189	337.636	301.502	300	
20	1543.14	0	0	1483.49	731.703	440.259	337.663	301.504	300	
20.0048	1543.14	0	0	1483.8	731.838	440.331	337.69	301.506	300	
20.0095	1543.15	0	0	1484.12	731.973	440.402	337.717	301.508	300	
20.0143	1543.16	0	0	1484.44	732.108	440.473	337.744	301.51	300	
20.019	1543.17	0	0	1484.76	732.242	440.545	337.771	301.512	300	
20.0238	1543.18	0	0	1485.08	732.377	440.616	337.798	301.514	300	
20.0286	1543.19	0	0	1485.4	732.512	440.687	337.825	301.516	300	
20.0333	1543.19	0	0	1485.71	732.647	440.759	337.852	301.518	300	
20.0381	1543.2	0	0	1486.03	732.781	440.83	337.879	301.52	300	
20.0429	1543.21	0	0	1486.35	732.916	440.902	337.906	301.522	300	
20.0476	1543.22	0	0	1486.67	733.051	440.974	337.933	301.524	300	
20.0524	1543.23	0	0	1486.99	733.185	441.046	337.961	301.526	300	
20.0571	1543.24	0	0	1487.31	733.32	441.118	337.988	301.528	300	
20.0619	1543.24	0	0	1487.63	733.455	441.191	338.015	301.531	300	
20.0667	1543.25	0	0	1487.94	733.589	441.263	338.042	301.533	300	
20.0714	1543.26	0	0	1488.26	733.724	441.335	338.069	301.535	300	
20.0762	1543.27	0	0	1488.58	733.859	441.408	338.096	301.537	300	
20.081	1543.28	0	0	1488.9	733.993	441.48	338.123	301.539	300	
20.0857	1543.29	0	0	1489.22	734.128	441.553	338.15	301.541	300	
20.0905	1543.29	0	0	1489.54	734.262	441.625	338.177	301.543	300	
20.0952	1543.3	0	0	1489.85	734.397	441.697	338.205	301.545	300	
20.1	1543.31	0	0	1490.17	734.531	441.77	338.232	301.547	300	
20.105	1543.32	0	0	1490.51	734.672	441.846	338.26	301.549	300	
20.1098	1543.33	0	0	1490.82	734.806	441.918	338.287	301.552	300	
20.1145	1543.34	0	0	1491.14	734.941	441.99	338.314	301.554	300	
20.1193	1543.35	0	0	1491.46	735.075	442.063	338.342	301.556	300	
20.124	1543.35	0	0	1491.78	735.209	442.135	338.369	301.558	300	
20.1288	1543.36	0	0	1492.09	735.343	442.207	338.396	301.56	300	
20.1335	1543.37	0	0	1492.41	735.477	442.279	338.423	301.562	300	
20.1383	1543.38	0	0	1492.73	735.611	442.352	338.45	301.564	300	
20.143	1543.39	0	0	1493.04	735.745	442.424	338.477	301.566	300	
20.1478	1543.4	0	0	1493.36	735.879	442.496	338.504	301.568	300	
20.1525	1543.4	0	0	1493.68	736.013	442.569	338.531	301.57	300	
20.1573	1543.41	0	0	1494	736.147	442.641	338.559	301.573	300	
20.162	1543.42	0	0	1494.31	736.281	442.713	338.586	301.575	300	
20.1668	1543.43	0	0	1494.63	736.414	442.785	338.613	301.577	300	
20.1715	1543.44	0	0	1494.95	736.548	442.858	338.64	301.579	300	
20.1763	1543.44	0	0	1495.26	736.682	442.93	338.667	301.581	300	
20.181	1543.45	0	0	1495.58	736.816	443.002	338.695	301.583	300	
20.1858	1543.46	0	0	1495.9	736.95	443.075	338.722	301.585	300	
20.1905	1543.47	0	0	1496.22	737.085	443.147	338.749	301.587	300	
20.1953	1543.48	0	0	1496.53	737.22	443.219	338.776	301.589	300	
20.2	1543.49	0	0	1496.85	737.354	443.292	338.803	301.592	300	
20.2048	1543.49	0	0	1497.17	737.49	443.364	338.831	301.594	300	
20.2095	1543.5	0	0	1497.49	737.625	443.437	338.858	301.596	300	
20.2143	1543.51	0	0	1497.81	737.76	443.509	338.885	301.598	300	
20.219	1543.52	0	0	1498.13	737.895	443.582	338.913	301.6	300	
20.2238	1543.53	0	0	1498.45	738.03	443.654	338.94	301.602	300	
20.2286	1543.54	0	0	1498.77	738.165	443.727	338.967	301.604	300	
20.2333	1543.54	0	0	1499.1	738.3	443.799	338.995	301.607	300	
20.2381	1543.55	0	0	1499.42	738.435	443.872	339.022	301.609	300	
20.2429	1543.56	0	0	1499.74	738.57	443.944	339.049	301.611	300	
20.2476	1543.57	0	0	1500.06	738.705	444.017	339.077	301.613	300	
20.2524	1543.58	0	0	1500.38	738.84	444.09	339.104	301.615	300	
20.2571	1543.59	0	0	1500.7	738.975	444.162	339.132	301.617	300	
