t (s) 	m_dot_g_surf (kg/m²/s)	m_dot_c (kg/m²/s)	< 98 % Virgin	> 1.02 % Char	Total recession (m)
40.6	0.013086	0.0446997	0.0143352	0.00797008	0.00795246
40.7	0.0130822	0.0447004	0.0143602	0.00799021	0.0079726
40.8	0.0130852	0.0446998	0.0143852	0.00801034	0.00799273
40.9	0.0130745	0.0447018	0.0144101	0.00803046	0.00801287
41	0.0130707	0.0447025	0.0144348	0.00805059	0.008033
41.1	0.013067	0.0447032	0.0144595	0.00807071	0.00805314
41.2	0.0130632	0.0447039	0.0144841	0.00809084	0.00807327
41.3	0.0130663	0.0447032	0.0145086	0.00811097	0.00809341
41.4	0.0130557	0.0447053	0.014533	0.0081311	0.00811355
41.5	0.0130519	0.044706	0.0145576	0.00815122	0.00813369
41.6	0.0130482	0.0447066	0.0145827	0.00817135	0.00815382
41.7	0.0130446	0.0447073	0.0146077	0.00819148	0.00817396
41.8	0.0130477	0.0447066	0.0146326	0.00821161	0.0081941
41.9	0.0130373	0.0447086	0.0146574	0.00823174	0.00821424
42	0.0130336	0.0447093	0.0146821	0.00825187	0.00823438
42.1	0.01303	0.04471	0.0147067	0.008272	0.00825452
42.2	0.0130264	0.0447106	0.0147312	0.00829213	0.00827466
42.3	0.0130296	0.0447099	0.0147557	0.00831226	0.0082948
42.4	0.0130193	0.0447119	0.01478	0.00833239	0.00831494
42.5	0.0130158	0.0447126	0.0148043	0.00835253	0.00833508
42.6	0.0130123	0.0447132	0.0148288	0.00837266	0.00835522
42.7	0.0130088	0.0447138	0.0148537	0.00839279	0.00837536
42.8	0.013012	0.0447131	0.0148786	0.00841292	0.00839551
42.9	0.0130018	0.0447151	0.0149033	0.00843306	0.00841565
43	0.0129983	0.0447158	0.014928	0.00845319	0.00843579
43.1	0.0129949	0.0447164	0.0149526	0.00847333	0.00845593
43.2	0.0129914	0.044717	0.0149771	0.00849346	0.00847608
43.3	0.0129947	0.0447163	0.0150015	0.00851359	0.00849622
43.4	0.0129846	0.0447183	0.0150258	0.00853373	0.00851637
43.5	0.0129812	0.0447189	0.01505	0.00855386	0.00853651
43.6	0.0129778	0.0447195	0.0150742	0.008574	0.00855666
43.7	0.0129744	0.0447201	0.0150983	0.00859414	0.0085768
43.8	0.0129778	0.0447194	0.0151231	0.00861427	0.00859695
43.9	0.0129678	0.0447214	0.0151479	0.00863441	0.00861709
44	0.0129644	0.044722	0.0151725	0.00865455	0.00863724
44.1	0.0129612	0.0447226	0.0151971	0.00867468	0.00865739
44.2	0.0129579	0.0447232	0.0152215	0.00869482	0.00867753
44.3	0.0129613	0.0447224	0.0152459	0.00871496	0.00869768
44.4	0.0129514	0.0447244	0.0152702	0.0087351	0.00871783
44.5	0.0129481	0.044725	0.0152944	0.00875524	0.00873798
44.6	0.0129449	0.0447255	0.0153186	0.00877537	0.00875812
44.7	0.0129417	0.0447261	0.0153426	0.00879551	0.00877827
44.8	0.0129452	0.0447254	0.0153666	0.00881565	0.00879842
44.9	0.0129353	0.0447273	0.015391	0.00883579	0.00881857
45	0.0129321	0.0447279	0.0154157	0.00885593	0.00883872
45.1	0.012929	0.0447285	0.0154402	0.00887607	0.00885887
45.2	0.0129259	0.044729	0.0154647	0.00889621	0.00887902
45.3	0.0129294	0.0447283	0.015489	0.00891636	0.00889917
45.4	0.0129196	0.0447302	0.0155133	0.0089365	0.00891932
45.5	0.0129165	0.0447308	0.0155375	0.00895664	0.00893947
45.6	0.0129134	0.0447313	0.0155617	0.00897678	0.00895962
45.7	0.0129103	0.0447319	0.0155857	0.00899692	0.00897978
45.8	0.0129139	0.0447311	0.0156097	0.00901707	0.00899993
45.9	0.0129042	0.044733	0.0156336	0.00903721	0.00902008
46	0.0129011	0.0447336	0.0156575	0.00905735	0.00904023
46.1	0.0128981	0.0447341	0.015682	0.0090775	0.00906039
46.2	0.0128951	0.0447347	0.0157065	0.00909764	0.00908054
46.3	0.0128987	0.0447339	0.0157309	0.00911778	0.00910069
46.4	0.0128891	0.0447358	0.0157551	0.00913793	0.00912085
46.5	0.0128861	0.0447363	0.0157794	0.00915807	0.009141
46.6	0.0128832	0.0447369	0.0158035	0.00917822	0.00916116
46.7	0.0128803	0.0447374	0.0158275	0.00919836	0.00918131
46.8	0.0128839	0.0447367	0.0158515	0.00921851	0.00920147
46.9	0.0128744	0.0447385	0.0158754	0.00923866	0.00922162
47	0.0128715	0.044739	0.0158993	0.0092588	0.00924178
47.1	0.0128686	0.0447396	0.015923	0.00927895	0.00926193
47.2	0.0128657	0.0447401	0.015947	0.00929909	0.00928209
47.3	0.0128694	0.0447393	0.0159714	0.00931924	0.00930225
47.4	0.01286	0.0447411	0.0159957	0.00933939	0.0093224
47.5	0.0128571	0.0447417	0.0160199	0.00935954	0.00934256
47.6	0.0128543	0.0447422	0.016044	0.00937969	0.00936272
47.7	0.0128515	0.0447427	0.0160681	0.00939984	0.00938287
47.8	0.0128552	0.0447419	0.0160921	0.00941998	0.00940303
47.9	0.0128459	0.0447437	0.016116	0.00944013	0.00942319
48	0.0128431	0.0447443	0.0161399	0.00946028	0.00944335
48.1	0.0128403	0.0447448	0.0161636	0.00948043	0.00946351
48.2	0.0128375	0.0447453	0.0161873	0.00950058	0.00948367
48.3	0.0128413	0.0447445	0.016211	0.00952073	0.00950383
48.4	0.012832	0.0447463	0.0162349	0.00954088	0.00952399
48.5	0.0128293	0.0447468	0.0162591	0.00956103	0.00954415
48.6	0.0128265	0.0447473	0.0162833	0.00958119	0.00956431
48.7	0.0128238	0.0447478	0.0163074	0.00960134	0.00958447
48.8	0.0128276	0.044747	0.0163314	0.00962149	0.00960463
48.9	0.0128184	0.0447488	0.0163554	0.00964164	0.00962479
49	0.0128157	0.0447493	0.0163792	0.00966179	0.00964495
49.1	0.0128131	0.0447498	0.016403	0.00968194	0.00966511
49.2	0.0128104	0.0447503	0.0164268	0.0097021	0.00968527
49.3	0.0128143	0.0447495	0.0164504	0.00972225	0.00970544
49.4	0.0128052	0.0447513	0.016474	0.0097424	0.0097256
49.5	0.0128025	0.0447517	0.0164975	0.00976256	0.00974576
49.6	0.0127999	0.0447522	0.0165213	0.00978271	0.00976592
49.7	0.0127973	0.0447527	0.0165454	0.00980286	0.00978609
49.8	0.0128012	0.0447519	0.0165695	0.00982302	0.00980625
49.9	0.0127922	0.0447537	0.0165935	0.00984317	0.00982642
50	0.0127896	0.0447541	0.0166174	0.00986333	0.00984658
50.1	0.012787	0.0447546	0.0166412	0.00988348	0.00986674
50.2	0.0127845	0.0447551	0.016665	0.00990364	0.00988691
50.3	0.0127884	0.0447543	0.0166887	0.00992379	0.00990707
50.4	0.0127795	0.044756	0.0167123	0.00994395	0.00992724
50.5	0.0127769	0.0447565	0.0167358	0.00996411	0.0099474
50.6	0.0127744	0.0447569	0.0167593	0.00998426	0.00996757
50.7	0.0127719	0.0447574	0.0167827	0.0100044	0.00998774
50.8	0.0127758	0.0447566	0.0168063	0.0100246	0.0100079
50.9	0.012767	0.0447583	0.0168303	0.0100447	0.0100281
51	0.0127644	0.0447588	0.0168542	0.0100649	0.0100482
51.1	0.012762	0.0447592	0.0168781	0.010085	0.0100684
51.2	0.0127595	0.0447597	0.0169019	0.0101052	0.0100886
51.3	0.0127635	0.0447589	0.0169257	0.0101254	0.0101087
51.4	0.0127547	0.0447606	0.0169493	0.0101455	0.0101289
51.5	0.0127522	0.044761	0.0169729	0.0101657	0.0101491
51.6	0.0127498	0.0447615	0.0169965	0.0101858	0.0101692
51.7	0.0127474	0.0447619	0.0170199	0.010206	0.0101894
51.8	0.0127451	0.0447624	0.0170433	0.0102262	0.0102096
51.9	0.0127427	0.0447628	0.0170666	0.0102463	0.0102297
52	0.0127433	0.0447624	0.0170899	0.0102665	0.0102499
52.1	0.0127379	0.0447637	0.0171138	0.0102866	0.0102701
52.2	0.0127355	0.0447641	0.0171377	0.0103068	0.0102903
52.3	0.0127332	0.0447646	0.0171615	0.010327	0.0103104
52.4	0.0127309	0.044765	0.0171852	0.0103471	0.0103306
52.5	0.0127315	0.0447646	0.0172088	0.0103673	0.0103508
52.6	0.0127262	0.0447658	0.0172324	0.0103874	0.0103709
52.7	0.0127239	0.0447663	0.0172559	0.0104076	0.0103911
52.8	0.0127216	0.0447667	0.0172794	0.0104278	0.0104113
52.9	0.0127193	0.0447671	0.0173028	0.0104479	0.0104314
53	0.01272	0.0447667	0.0173261	0.0104681	0.0104516
53.1	0.0127148	0.044768	0.0173493	0.0104882	0.0104718
53.2	0.0127125	0.0447684	0.0173725	0.0105084	0.010492
53.3	0.0127102	0.0447688	0.017396	0.0105286	0.0105121
53.4	0.012708	0.0447692	0.0174198	0.0105487	0.0105323
53.5	0.0127087	0.0447688	0.0174435	0.0105689	0.0105525
53.6	0.0127035	0.0447701	0.0174671	0.0105891	0.0105727
53.7	0.0127013	0.0447705	0.0174907	0.0106092	0.0105928
53.8	0.0126991	0.0447709	0.0175142	0.0106294	0.010613
53.9	0.0126969	0.0447713	0.0175377	0.0106496	0.0106332
54	0.0126977	0.0447709	0.017561	0.0106697	0.0106533
54.1	0.0126926	0.0447721	0.0175844	0.0106899	0.0106735
54.2	0.0126903	0.0447725	0.0176076	0.01071	0.0106937
54.3	0.0126882	0.0447729	0.0176308	0.0107302	0.0107139
54.4	0.012686	0.0447733	0.0176539	0.0107504	0.010734
54.5	0.0126868	0.0447729	0.017677	0.0107705	0.0107542
54.6	0.0126817	0.0447741	0.0177006	0.0107907	0.0107744
54.7	0.0126796	0.0447745	0.0177243	0.0108109	0.0107946
54.8	0.0126775	0.0447749	0.0177479	0.010831	0.0108147
54.9	0.0126753	0.0447753	0.0177714	0.0108512	0.0108349
55	0.0126762	0.0447748	0.0177948	0.0108714	0.0108551
55.1	0.0126711	0.0447761	0.0178182	0.0108915	0.0108753
55.2	0.012669	0.0447765	0.0178415	0.0109117	0.0108954
55.3	0.0126669	0.0447769	0.0178648	0.0109319	0.0109156
55.4	0.0126648	0.0447772	0.017888	0.010952	0.0109358
55.5	0.0126657	0.0447768	0.0179111	0.0109722	0.010956
55.6	0.0126607	0.044778	0.0179342	0.0109924	0.0109762
55.7	0.0126586	0.0447784	0.0179572	0.0110125	0.0109963
55.8	0.0126566	0.0447788	0.0179803	0.0110327	0.0110165
55.9	0.0126545	0.0447792	0.0180039	0.0110529	0.0110367
56	0.0126554	0.0447787	0.0180274	0.0110731	0.0110569
56.1	0.0126505	0.0447799	0.0180509	0.0110932	0.011077
56.2	0.0126484	0.0447803	0.0180743	0.0111134	0.0110972
56.3	0.0126464	0.0447807	0.0180976	0.0111336	0.0111174
56.4	0.0126444	0.044781	0.0181209	0.0111537	0.0111376
56.5	0.0126454	0.0447806	0.0181441	0.0111739	0.0111578
56.6	0.0126404	0.0447818	0.0181672	0.0111941	0.0111779
56.7	0.0126384	0.0447822	0.0181903	0.0112142	0.0111981
56.8	0.0126364	0.0447825	0.0182133	0.0112344	0.0112183
56.9	0.0126408	0.0447817	0.0182363	0.0112546	0.0112385
57	0.0126325	0.0447832	0.0182592	0.0112747	0.0112587
57.1	0.0126306	0.0447836	0.0182823	0.0112949	0.0112788
57.2	0.0126286	0.044784	0.0183058	0.0113151	0.011299
57.3	0.0126267	0.0447843	0.0183292	0.0113353	0.0113192
57.4	0.0126311	0.0447835	0.0183525	0.0113554	0.0113394
57.5	0.0126229	0.044785	0.0183758	0.0113756	0.0113596
57.6	0.012621	0.0447854	0.0183991	0.0113958	0.0113797
57.7	0.0126191	0.0447858	0.0184222	0.0114159	0.0113999
57.8	0.0126172	0.0447861	0.0184453	0.0114361	0.0114201
57.9	0.0126216	0.0447852	0.0184684	0.0114563	0.0114403
58	0.0126135	0.0447868	0.0184914	0.0114765	0.0114605
58.1	0.0126116	0.0447872	0.0185143	0.0114966	0.0114806
58.2	0.0126097	0.0447875	0.0185372	0.0115168	0.0115008
58.3	0.0126078	0.0447878	0.01856	0.011537	0.011521
58.4	0.0126123	0.044787	0.018583	0.0115572	0.0115412
58.5	0.0126041	0.0447885	0.0186064	0.0115773	0.0115614
58.6	0.0126023	0.0447889	0.0186297	0.0115975	0.0115816
58.7	0.0126004	0.0447892	0.018653	0.0116177	0.0116017
58.8	0.0125986	0.0447896	0.0186762	0.0116379	0.0116219
58.9	0.012603	0.0447887	0.0186993	0.011658	0.0116421
59	0.0125949	0.0447903	0.0187224	0.0116782	0.0116623
59.1	0.0125931	0.0447906	0.0187454	0.0116984	0.0116825
59.2	0.0125913	0.0447909	0.0187684	0.0117186	0.0117027
59.3	0.0125895	0.0447913	0.0187913	0.0117387	0.0117229
59.4	0.012594	0.0447904	0.0188141	0.0117589	0.011743
59.5	0.0125859	0.0447919	0.0188369	0.0117791	0.0117632
59.6	0.0125841	0.0447923	0.0188597	0.0117993	0.0117834
59.7	0.0125823	0.0447926	0.0188825	0.0118194	0.0118036
59.8	0.0125805	0.0447929	0.0189058	0.0118396	0.0118238
59.9	0.0125851	0.0447921	0.0189291	0.0118598	0.011844
60	0.012577	0.0447936	0.0189522	0.01188	0.0118641
60.1	0.0124607	0	0.018975	0.011889	0.0118732
60.2	0.0122912	0	0.0189971	0.011889	0.0118732
60.3	0.0120853	0	0.0190186	0.011889	0.0118732
60.4	0.0118563	0	0.0190412	0.011889	0.0118732
60.5	0.0115636	0	0.0190639	0.011889	0.0118732
60.6	0.0112642	0	0.0190859	0.011889	0.0118732
60.7	0.0109467	0	0.0191074	0.011889	0.0118732
60.8	0.0106203	0	0.0191301	0.011889	0.0118732
60.9	0.0103013	0	0.0191528	0.011889	0.0118732
61	0.00996089	0	0.0191749	0.011889	0.0118732
61.1	0.00964445	0	0.0191964	0.011889	0.0118732
61.2	0.00933625	0	0.0192191	0.011889	0.0118732
61.3	0.00903865	0	0.0192418	0.011889	0.0118732
61.4	0.00876312	0	0.0192639	0.011889	0.0118732
61.5	0.00847671	0	0.0192855	0.011889	0.0118732
61.6	0.00821837	0	0.0193083	0.011889	0.0118732
61.7	0.00797087	0	0.019331	0.011889	0.0118732
61.8	0.00773509	0	0.0193531	0.011889	0.0118732
61.9	0.00752084	0	0.0193746	0.011889	0.0118732
62	0.00729505	0	0.0193974	0.011889	0.0118732
62.1	0.00709363	0	0.0194201	0.011889	0.0118732
62.2	0.00690206	0	0.0194422	0.011889	0.0118732
62.3	0.00671956	0	0.0194638	0.011889	0.0118732
62.4	0.00655424	0	0.0194863	0.011889	0.0118732
62.5	0.00637714	0	0.019509	0.011889	0.0118732
62.6	0.00622102	0	0.0195311	0.011889	0.0118732
62.7	0.00607126	0	0.0195527	0.011889	0.0118732
62.8	0.00592675	0	0.0195749	0.011889	0.0118732
62.9	0.00579997	0	0.0195975	0.011889	0.0118732
63	0.00565906	0	0.0196196	0.011889	0.0118732
63.1	0.0055355	0	0.019641	0.011889	0.0118732
63.2	0.00541631	0	0.0196628	0.011889	0.0118732
63.3	0.00530116	0	0.0196853	0.011889	0.0118732
63.4	0.00520172	0	0.0197073	0.011889	0.0118732
63.5	0.00508739	0	0.0197286	0.011889	0.0118732
63.6	0.00498796	0	0.0197496	0.011889	0.0118732
63.7	0.00489179	0	0.0197721	0.011889	0.0118732
63.8	0.00479773	0	0.0197939	0.011889	0.0118732
63.9	0.00471823	0	0.0198151	0.011889	0.0118732
64	0.00462311	0	0.0198357	0.011889	0.0118732
64.1	0.0045416	0	0.0198575	0.011889	0.0118732
64.2	0.00446252	0	0.0198792	0.011889	0.0118732
64.3	0.00438603	0	0.0199003	0.011889	0.0118732
64.4	0.00431148	0	0.0199208	0.011889	0.0118732
64.5	0.00423911	0	0.0199414	0.011889	0.0118732
64.6	0.00417036	0	0.019963	0.011889	0.0118732
64.7	0.00410381	0	0.019984	0.011889	0.0118732
64.8	0.00403931	0	0.0200044	0.011889	0.0118732
64.9	0.00397672	0	0.0200242	0.011889	0.0118732
65	0.00391592	0	0.020045	0.011889	0.0118732
65.1	0.00385678	0	0.0200659	0.011889	0.0118732
65.2	0.00379911	0	0.0200862	0.011889	0.0118732
65.3	0.00374335	0	0.0201059	0.011889	0.0118732
65.4	0.00368957	0	0.0201251	0.011889	0.0118732
65.5	0.00363722	0	0.0201459	0.011889	0.0118732
65.6	0.00358625	0	0.0201661	0.011889	0.0118732
65.7	0.00353661	0	0.0201858	0.011889	0.0118732
65.8	0.00348826	0	0.0202049	0.011889	0.0118732
65.9	0.00344115	0	0.0202238	0.011889	0.0118732
66	0.00339524	0	0.0202439	0.011889	0.0118732
66.1	0.00335032	0	0.0202636	0.011889	0.0118732
66.2	0.00330648	0	0.0202827	0.011889	0.0118732
66.3	0.00326394	0	0.0203013	0.011889	0.0118732
66.4	0.00322236	0	0.0203195	0.011889	0.0118732
66.5	0.0031817	0	0.0203392	0.011889	0.0118732
66.6	0.00314205	0	0.0203583	0.011889	0.0118732
66.7	0.00310334	0	0.0203769	0.011889	0.0118732
66.8	0.00306537	0	0.0203951	0.011889	0.0118732
66.9	0.00302834	0	0.0204128	0.011889	0.0118732
67	0.00299211	0	0.0204316	0.011889	0.0118732
67.1	0.0029566	0	0.0204503	0.011889	0.0118732
67.2	0.00292198	0	0.0204685	0.011889	0.0118732
67.3	0.00288815	0	0.0204862	0.011889	0.0118732
67.4	0.00285473	0	0.0205036	0.011889	0.0118732
67.5	0.002822	0	0.0205211	0.011889	0.0118732
67.6	0.00278988	0	0.0205394	0.011889	0.0118732
67.7	0.0027584	0	0.0205573	0.011889	0.0118732
67.8	0.00272753	0	0.0205747	0.011889	0.0118732
67.9	0.00258761	0	0.0205918	0.011889	0.0118732
68	0.0025503	0	0.0206084	0.011889	0.0118732
68.1	0.00252532	0	0.0206257	0.011889	0.0118732
68.2	0.00250077	0	0.0206433	0.011889	0.0118732
68.3	0.00247663	0	0.0206605	0.011889	0.0118732
68.4	0.00245283	0	0.0206773	0.011889	0.0118732
68.5	0.00242945	0	0.0206937	0.011889	0.0118732
68.6	0.00240675	0	0.0207097	0.011889	0.0118732
68.7	0.00238382	0	0.0207265	0.011889	0.0118732
68.8	0.00236115	0	0.0207435	0.011889	0.0118732
68.9	0.00233883	0	0.0207601	0.011889	0.0118732
69	0.00231684	0	0.0207763	0.011889	0.0118732
69.1	0.00229518	0	0.0207922	0.011889	0.0118732
69.2	0.0022738	0	0.0208077	0.011889	0.0118732
69.3	0.00225276	0	0.0208236	0.011889	0.0118732
69.4	0.00223203	0	0.0208401	0.011889	0.0118732
69.5	0.00221155	0	0.0208562	0.011889	0.0118732
69.6	0.00219142	0	0.020872	0.011889	0.0118732
69.7	0.00217149	0	0.0208874	0.011889	0.0118732
69.8	0.00215195	0	0.0209025	0.011889	0.0118732
69.9	0.00213261	0	0.0209172	0.011889	0.0118732
70	0.00211365	0	0.0209332	0.011889	0.0118732
70.1	0.00209497	0	0.0209489	0.011889	0.0118732
70.2	0.00207699	0	0.0209643	0.011889	0.0118732
70.3	0.00205855	0	0.0209793	0.011889	0.0118732
70.4	0.00204027	0	0.0209941	0.011889	0.0118732
70.5	0.00202222	0	0.0210085	0.011889	0.0118732
70.6	0.00200445	0	0.0210229	0.011889	0.0118732
70.7	0.00198687	0	0.0210383	0.011889	0.0118732
70.8	0.00196951	0	0.0210533	0.011889	0.0118732
70.9	0.0019524	0	0.021068	0.011889	0.0118732
71	0.00193548	0	0.0210825	0.011889	0.0118732
71.1	0.00191882	0	0.0210967	0.011889	0.0118732
71.2	0.00190236	0	0.0211105	0.011889	0.0118732
71.3	0.00188612	0	0.0211242	0.011889	0.0118732
71.4	0.00187011	0	0.021139	0.011889	0.0118732
71.5	0.00185429	0	0.0211535	0.011889	0.0118732
71.6	0.00183867	0	0.0211677	0.011889	0.0118732
71.7	0.00182325	0	0.0211817	0.011889	0.0118732
71.8	0.00180805	0	0.0211954	0.011889	0.0118732
71.9	0.00179309	0	0.0212088	0.011889	0.0118732
72	0.00177832	0	0.021222	0.011889	0.0118732
72.1	0.00176385	0	0.0212357	0.011889	0.0118732
72.2	0.00174963	0	0.0212498	0.011889	0.0118732
72.3	0.00173515	0	0.0212636	0.011889	0.0118732
72.4	0.00172083	0	0.0212771	0.011889	0.0118732
72.5	0.0017067	0	0.0212904	0.011889	0.0118732
72.6	0.00169274	0	0.0213034	0.011889	0.0118732
72.7	0.0016789	0	0.0213163	0.011889	0.0118732
72.8	0.00166526	0	0.0213289	0.011889	0.0118732
72.9	0.00165177	0	0.0213421	0.011889	0.0118732
73	0.00163838	0	0.0213556	0.011889	0.0118732
73.1	0.00162523	0	0.0213688	0.011889	0.0118732
73.2	0.0016122	0	0.0213817	0.011889	0.0118732
73.3	0.00159935	0	0.0213945	0.011889	0.0118732
73.4	0.00158665	0	0.021407	0.011889	0.0118732
73.5	0.0015741	0	0.0214193	0.011889	0.0118732
73.6	0.00156167	0	0.0214315	0.011889	0.0118732
73.7	0.00154939	0	0.0214439	0.011889	0.0118732
73.8	0.00153725	0	0.0214568	0.011889	0.0118732
73.9	0.00152525	0	0.0214695	0.011889	0.0118732
74	0.00151346	0	0.021482	0.011889	0.0118732
74.1	0.00150176	0	0.0214943	0.011889	0.0118732
74.2	0.00149022	0	0.0215064	0.011889	0.0118732
74.3	0.00147883	0	0.0215183	0.011889	0.0118732
74.4	0.00146765	0	0.02153	0.011889	0.0118732
74.5	0.0014569	0	0.0215415	0.011889	0.0118732
74.6	0.00144567	0	0.0215536	0.011889	0.0118732
74.7	0.0014346	0	0.0215659	0.011889	0.0118732
74.8	0.00142361	0	0.021578	0.011889	0.0118732
74.9	0.00141277	0	0.0215899	0.011889	0.0118732
75	0.00140202	0	0.0216016	0.011889	0.0118732
75.1	0.00139139	0	0.0216131	0.011889	0.0118732
75.2	0.00138086	0	0.0216245	0.011889	0.0118732
75.3	0.00137044	0	0.0216357	0.011889	0.0118732
75.4	0.00136018	0	0.0216467	0.011889	0.0118732
75.5	0.00134997	0	0.0216581	0.011889	0.0118732
75.6	0.0013399	0	0.0216699	0.011889	0.0118732
75.7	0.0013299	0	0.0216814	0.011889	0.0118732
75.8	0.00132006	0	0.0216929	0.011889	0.0118732
75.9	0.0013103	0	0.0217041	0.011889	0.0118732
76	0.00130062	0	0.0217152	0.011889	0.0118732
76.1	0.00129106	0	0.0217261	0.011889	0.0118732
76.2	0.0012816	0	0.0217369	0.011889	0.0118732
76.3	0.00127226	0	0.0217475	0.011889	0.0118732
76.4	0.001263	0	0.021758	0.011889	0.0118732
76.5	0.00125384	0	0.021769	0.011889	0.0118732
76.6	0.0012448	0	0.0217802	0.011889	0.0118732
76.7	0.00123584	0	0.0217912	0.011889	0.0118732
76.8	0.00122696	0	0.021802	0.011889	0.0118732
76.9	0.0012182	0	0.0218127	0.011889	0.0118732
77	0.00120952	0	0.0218233	0.011889	0.0118732
77.1	0.00120096	0	0.0218337	0.011889	0.0118732
77.2	0.00119251	0	0.021844	0.011889	0.0118732
77.3	0.00118423	0	0.0218541	0.011889	0.0118732
77.4	0.00117605	0	0.0218641	0.011889	0.0118732
77.5	0.00116769	0	0.0218743	0.011889	0.0118732
77.6	0.00115941	0	0.021885	0.011889	0.0118732
77.7	0.00115123	0	0.0218955	0.011889	0.0118732
77.8	0.00114312	0	0.0219059	0.011889	0.0118732
77.9	0.0011351	0	0.0219161	0.011889	0.0118732
78	0.00112715	0	0.0219262	0.011889	0.0118732
78.1	0.00111928	0	0.0219362	0.011889	0.0118732
78.2	0.00111146	0	0.0219461	0.011889	0.0118732
78.3	0.00110375	0	0.0219558	0.011889	0.0118732
78.4	0.0010961	0	0.0219654	0.011889	0.0118732
78.5	0.00108852	0	0.0219749	0.011889	0.0118732
78.6	0.00108101	0	0.0219846	0.011889	0.0118732
78.7	0.00107358	0	0.0219947	0.011889	0.0118732
78.8	0.0010662	0	0.0220047	0.011889	0.0118732
78.9	0.00105892	0	0.0220146	0.011889	0.0118732
79	0.00105168	0	0.0220243	0.011889	0.0118732
79.1	0.00104454	0	0.0220339	0.011889	0.0118732
79.2	0.00103745	0	0.0220434	0.011889	0.0118732
79.3	0.00103045	0	0.0220528	0.011889	0.0118732
79.4	0.00102348	0	0.0220621	0.011889	0.0118732
79.5	0.00101659	0	0.0220712	0.011889	0.0118732
79.6	0.00100977	0	0.0220803	0.011889	0.0118732
79.7	0.00100302	0	0.0220892	0.011889	0.0118732
79.8	0.000996338	0	0.0220987	0.011889	0.0118732
79.9	0.000989711	0	0.0221082	0.011889	0.0118732
80	0.000983153	0	0.0221177	0.011889	0.0118732
80.1	0.000976661	0	0.022127	0.011889	0.0118732
80.2	0.000970216	0	0.0221362	0.011889	0.0118732
80.3	0.000963842	0	0.0221453	0.011889	0.0118732
80.4	0.000957513	0	0.0221543	0.011889	0.0118732
80.5	0.000951294	0	0.0221631	0.011889	0.0118732
80.6	0.000945117	0	0.0221719	0.011889	0.0118732
80.7	0.000939026	0	0.0221806	0.011889	0.0118732
80.8	0.000933092	0	0.0221892	0.011889	0.0118732
80.9	0.000927078	0	0.0221977	0.011889	0.0118732
81	0.000921032	0	0.0222064	0.011889	0.0118732
81.1	0.000915054	0	0.0222154	0.011889	0.0118732
81.2	0.000909115	0	0.0222244	0.011889	0.0118732
81.3	0.000903228	0	0.0222332	0.011889	0.0118732
81.4	0.000897414	0	0.022242	0.011889	0.0118732
81.5	0.000891644	0	0.0222507	0.011889	0.0118732
81.6	0.000885917	0	0.0222592	0.011889	0.0118732
81.7	0.00088024	0	0.0222677	0.011889	0.0118732
81.8	0.000874608	0	0.0222761	0.011889	0.0118732
81.9	0.000869045	0	0.0222843	0.011889	0.0118732
82	0.000863507	0	0.0222925	0.011889	0.0118732
82.1	0.000858036	0	0.0223006	0.011889	0.0118732
82.2	0.000852596	0	0.0223087	0.011889	0.0118732
82.3	0.000847203	0	0.0223167	0.011889	0.0118732
82.4	0.000841876	0	0.0223253	0.011889	0.0118732
82.5	0.000836573	0	0.0223338	0.011889	0.0118732
82.6	0.000831329	0	0.0223421	0.011889	0.0118732
82.7	0.000826131	0	0.0223504	0.011889	0.0118732
82.8	0.000820978	0	0.0223586	0.011889	0.0118732
82.9	0.000815853	0	0.0223668	0.011889	0.0118732
83	0.000810781	0	0.0223748	0.011889	0.0118732
83.1	0.000805763	0	0.0223827	0.011889	0.0118732
83.2	0.000800769	0	0.0223906	0.011889	0.0118732
83.3	0.000795842	0	0.0223984	0.011889	0.0118732
83.4	0.000790939	0	0.0224061	0.011889	0.0118732
83.5	0.00078607	0	0.0224137	0.011889	0.0118732
83.6	0.00078126	0	0.0224213	0.011889	0.0118732
83.7	0.000776487	0	0.0224288	0.011889	0.0118732
83.8	0.000771755	0	0.0224368	0.011889	0.0118732
83.9	0.000767051	0	0.0224448	0.011889	0.0118732
84	0.000762401	0	0.0224527	0.011889	0.0118732
84.1	0.000757792	0	0.0224605	0.011889	0.0118732
84.2	0.000753231	0	0.0224683	0.011889	0.0118732
84.3	0.000748688	0	0.022476	0.011889	0.0118732
84.4	0.000744192	0	0.0224836	0.011889	0.0118732
84.5	0.000739747	0	0.0224911	0.011889	0.0118732
84.6	0.000735342	0	0.0224985	0.011889	0.0118732
84.7	0.000730979	0	0.0225059	0.011889	0.0118732
84.8	0.000726641	0	0.0225132	0.011889	0.0118732
84.9	0.000722355	0	0.0225204	0.011889	0.0118732
85	0.000718149	0	0.0225276	0.011889	0.0118732
85.1	0.000714026	0	0.0225347	0.011889	0.0118732
85.2	0.000709783	0	0.0225417	0.011889	0.0118732
85.3	0.000705566	0	0.0225492	0.011889	0.0118732
85.4	0.000701395	0	0.0225567	0.011889	0.0118732
85.5	0.000697252	0	0.0225641	0.011889	0.0118732
85.6	0.000693139	0	0.0225715	0.011889	0.0118732
85.7	0.000689067	0	0.0225788	0.011889	0.0118732
85.8	0.000685018	0	0.022586	0.011889	0.0118732
