p (bar)	B'g	Temp (K)	B'c	Hw (kJ/kg)
1.01325D-03	4.00000D-02	1.17500E+03	1.66111E-01	-3.86947E+02
1.01325D-03	4.00000D-02	1.20000E+03	1.66114E-01	-3.55114E+02
1.01325D-03	4.00000D-02	1.22500E+03	1.66117E-01	-3.23170E+02
1.01325D-03	4.00000D-02	1.25000E+03	1.66121E-01	-2.91115E+02
1.01325D-03	4.00000D-02	1.27500E+03	1.66126E-01	-2.58949E+02
1.01325D-03	4.00000D-02	1.30000E+03	1.66131E-01	-2.26670E+02
1.01325D-03	4.00000D-02	1.32500E+03	1.66138E-01	-1.94277E+02
1.01325D-03	4.00000D-02	1.35000E+03	1.66146E-01	-1.61766E+02
1.01325D-03	4.00000D-02	1.37500E+03	1.66156E-01	-1.29134E+02
1.01325D-03	4.00000D-02	1.40000E+03	1.66167E-01	-9.63722E+01
1.01325D-03	4.00000D-02	1.42500E+03	1.66181E-01	-6.34740E+01
1.01325D-03	4.00000D-02	1.45000E+03	1.66196E-01	-3.04282E+01
1.01325D-03	4.00000D-02	1.47500E+03	1.66215E-01	2.77889E+00
1.01325D-03	4.00000D-02	1.50000E+03	1.66236E-01	3.61643E+01
1.01325D-03	4.00000D-02	1.52500E+03	1.66261E-01	6.97488E+01
1.01325D-03	4.00000D-02	1.55000E+03	1.66289E-01	1.03558E+02
1.01325D-03	4.00000D-02	1.57500E+03	1.66321E-01	1.37622E+02
1.01325D-03	4.00000D-02	1.60000E+03	1.66357E-01	1.71977E+02
1.01325D-03	4.00000D-02	1.62500E+03	1.66398E-01	2.06666E+02
1.01325D-03	4.00000D-02	1.65000E+03	1.66444E-01	2.41738E+02
1.01325D-03	4.00000D-02	1.67500E+03	1.66496E-01	2.77252E+02
1.01325D-03	4.00000D-02	1.70000E+03	1.66554E-01	3.13274E+02
1.01325D-03	4.00000D-02	1.72500E+03	1.66618E-01	3.49879E+02
1.01325D-03	4.00000D-02	1.75000E+03	1.66689E-01	3.87153E+02
1.01325D-03	4.00000D-02	1.77500E+03	1.66767E-01	4.25192E+02
1.01325D-03	4.00000D-02	1.80000E+03	1.66853E-01	4.64103E+02
1.01325D-03	4.00000D-02	1.82500E+03	1.66947E-01	5.04004E+02
1.01325D-03	4.00000D-02	1.85000E+03	1.67049E-01	5.45022E+02
1.01325D-03	4.00000D-02	1.87500E+03	1.67160E-01	5.87297E+02
1.01325D-03	4.00000D-02	1.90000E+03	1.67279E-01	6.30976E+02
1.01325D-03	4.00000D-02	1.92500E+03	1.67407E-01	6.76213E+02
1.01325D-03	4.00000D-02	1.95000E+03	1.67545E-01	7.23168E+02
1.01325D-03	4.00000D-02	1.97500E+03	1.67691E-01	7.72003E+02
1.01325D-03	4.00000D-02	2.00000E+03	1.67845E-01	8.22878E+02
1.01325D-03	4.00000D-02	2.02500E+03	1.68008E-01	8.75946E+02
1.01325D-03	4.00000D-02	2.05000E+03	1.68179E-01	9.31347E+02
1.01325D-03	4.00000D-02	2.07500E+03	1.68357E-01	9.89201E+02
1.01325D-03	4.00000D-02	2.10000E+03	1.68541E-01	1.04960E+03
1.01325D-03	4.00000D-02	2.12500E+03	1.68731E-01	1.11260E+03
1.01325D-03	4.00000D-02	2.15000E+03	1.68925E-01	1.17822E+03
1.01325D-03	4.00000D-02	2.17500E+03	1.69122E-01	1.24641E+03
1.01325D-03	4.00000D-02	2.20000E+03	1.69321E-01	1.31708E+03
1.01325D-03	4.00000D-02	2.22500E+03	1.69522E-01	1.39006E+03
1.01325D-03	4.00000D-02	2.25000E+03	1.69723E-01	1.46512E+03
1.01325D-03	4.00000D-02	2.27500E+03	1.69926E-01	1.54197E+03
1.01325D-03	4.00000D-02	2.30000E+03	1.70131E-01	1.62026E+03
1.01325D-03	4.00000D-02	2.32500E+03	1.70341E-01	1.69964E+03
1.01325D-03	4.00000D-02	2.35000E+03	1.70560E-01	1.77973E+03
1.01325D-03	4.00000D-02	2.37500E+03	1.70795E-01	1.86019E+03
1.01325D-03	4.00000D-02	2.40000E+03	1.71058E-01	1.94078E+03
1.01325D-03	4.00000D-02	2.42500E+03	1.71363E-01	2.02138E+03
1.01325D-03	4.00000D-02	2.45000E+03	1.71733E-01	2.10208E+03
1.01325D-03	4.00000D-02	2.47500E+03	1.72196E-01	2.18322E+03
1.01325D-03	4.00000D-02	2.50000E+03	1.72792E-01	2.26550E+03
1.01325D-03	4.00000D-02	2.52500E+03	1.73576E-01	2.35001E+03
1.01325D-03	4.00000D-02	2.55000E+03	1.74618E-01	2.43833E+03
1.01325D-03	4.00000D-02	2.57500E+03	1.76015E-01	2.53267E+03
1.01325D-03	4.00000D-02	2.60000E+03	1.77894E-01	2.63598E+03
1.01325D-03	4.00000D-02	2.62500E+03	1.80425E-01	2.75215E+03
1.01325D-03	4.00000D-02	2.65000E+03	1.83836E-01	2.88621E+03
1.01325D-03	4.00000D-02	2.67500E+03	1.88429E-01	3.04472E+03
1.01325D-03	4.00000D-02	2.70000E+03	1.94613E-01	3.23604E+03
1.01325D-03	4.00000D-02	2.72500E+03	2.02933E-01	3.47091E+03
1.01325D-03	4.00000D-02	2.75000E+03	2.14130E-01	3.76299E+03
1.01325D-03	4.00000D-02	2.77500E+03	2.29212E-01	4.12951E+03
1.01325D-03	4.00000D-02	2.80000E+03	2.49570E-01	4.59207E+03
1.01325D-03	4.00000D-02	2.82500E+03	2.77154E-01	5.17741E+03
1.01325D-03	4.00000D-02	2.85000E+03	3.14761E-01	5.91819E+03
1.01325D-03	4.00000D-02	2.87500E+03	3.66515E-01	6.85358E+03
1.01325D-03	4.00000D-02	2.90000E+03	4.38733E-01	8.02942E+03
1.01325D-03	4.00000D-02	2.92500E+03	5.41591E-01	9.49767E+03
1.01325D-03	4.00000D-02	2.95000E+03	6.92577E-01	1.13146E+04
1.01325D-03	4.00000D-02	2.97500E+03	9.24527E-01	1.35369E+04
1.01325D-03	4.00000D-02	3.00000E+03	1.30725E+00	1.62155E+04
1.01325D-03	4.00000D-02	3.02500E+03	2.01988E+00	1.93844E+04
1.01325D-03	4.00000D-02	3.05000E+03	3.70066E+00	2.30415E+04
1.01325D-03	4.00000D-02	3.07500E+03	1.14192E+01	2.70949E+04
1.01325D-03	4.00000D-02	3.10000E+03	1.14192E+01	2.70949E+04
1.01325D-03	4.00000D-02	3.12500E+03	1.14192E+01	2.70949E+04
1.01325D-03	4.00000D-02	3.15000E+03	1.14192E+01	2.70949E+04
1.01325D-03	4.00000D-02	3.17500E+03	1.14192E+01	2.70949E+04
1.01325D-03	4.00000D-02	3.20000E+03	1.14192E+01	2.70949E+04
1.01325D-03	4.00000D-02	3.22500E+03	1.14192E+01	2.70949E+04
1.01325D-03	4.00000D-02	3.25000E+03	1.14192E+01	2.70949E+04
1.01325D-03	4.00000D-02	3.27500E+03	1.14192E+01	2.70949E+04
1.01325D-03	4.00000D-02	3.30000E+03	1.14192E+01	2.70949E+04
1.01325D-03	4.00000D-02	3.32500E+03	1.14192E+01	2.70949E+04
1.01325D-03	4.00000D-02	3.35000E+03	1.14192E+01	2.70949E+04
1.01325D-03	4.00000D-02	3.37500E+03	1.14192E+01	2.70949E+04
1.01325D-03	4.00000D-02	3.40000E+03	1.14192E+01	2.70949E+04
1.01325D-03	4.00000D-02	3.42500E+03	1.14192E+01	2.70949E+04
1.01325D-03	4.00000D-02	3.45000E+03	1.14192E+01	2.70949E+04
1.01325D-03	4.00000D-02	3.47500E+03	1.14192E+01	2.70949E+04
1.01325D-03	4.00000D-02	3.50000E+03	1.14192E+01	2.70949E+04
1.01325D-03	4.00000D-02	3.52500E+03	1.14192E+01	2.70949E+04
1.01325D-03	4.00000D-02	3.55000E+03	1.14192E+01	2.70949E+04
1.01325D-03	4.00000D-02	3.57500E+03	1.14192E+01	2.70949E+04
1.01325D-03	4.00000D-02	3.60000E+03	1.14192E+01	2.70949E+04
1.01325D-03	4.00000D-02	3.62500E+03	1.14192E+01	2.70949E+04
1.01325D-03	4.00000D-02	3.65000E+03	1.14192E+01	2.70949E+04
1.01325D-03	4.00000D-02	3.67500E+03	1.14192E+01	2.70949E+04
1.01325D-03	4.00000D-02	3.70000E+03	1.14192E+01	2.70949E+04
1.01325D-03	4.00000D-02	3.72500E+03	1.14192E+01	2.70949E+04
1.01325D-03	4.00000D-02	3.75000E+03	1.14192E+01	2.70949E+04
1.01325D-03	4.00000D-02	3.77500E+03	1.14192E+01	2.70949E+04
1.01325D-03	4.00000D-02	3.80000E+03	1.14192E+01	2.70949E+04
1.01325D-03	4.00000D-02	3.82500E+03	1.14192E+01	2.70949E+04
1.01325D-03	4.00000D-02	3.85000E+03	1.14192E+01	2.70949E+04
1.01325D-03	4.00000D-02	3.87500E+03	1.14192E+01	2.70949E+04
1.01325D-03	4.00000D-02	3.90000E+03	1.14192E+01	2.70949E+04
1.01325D-03	4.00000D-02	3.92500E+03	1.14192E+01	2.70949E+04
1.01325D-03	4.00000D-02	3.95000E+03	1.14192E+01	2.70949E+04
1.01325D-03	4.00000D-02	3.97500E+03	1.14192E+01	2.70949E+04
1.01325D-03	4.00000D-02	4.00000E+03	1.14192E+01	2.70949E+04
p (bar)	B'g	Temp (K)	B'c	Hw (kJ/kg)
1.01325D-03	7.00000D-02	2.50000E+02	3.40937E-02	-3.12595E+03
1.01325D-03	7.00000D-02	2.75000E+02	3.42903E-02	-3.09905E+03
1.01325D-03	7.00000D-02	3.00000E+02	3.45897E-02	-3.07160E+03
1.01325D-03	7.00000D-02	3.25000E+02	3.50089E-02	-3.04348E+03
1.01325D-03	7.00000D-02	3.50000E+02	3.55687E-02	-3.01443E+03
1.01325D-03	7.00000D-02	3.75000E+02	3.63046E-02	-2.98391E+03
1.01325D-03	7.00000D-02	4.00000E+02	3.72751E-02	-2.95094E+03
1.01325D-03	7.00000D-02	4.25000E+02	3.85606E-02	-2.91411E+03
1.01325D-03	7.00000D-02	4.50000E+02	4.02463E-02	-2.87177E+03
1.01325D-03	7.00000D-02	4.75000E+02	4.23898E-02	-2.82259E+03
1.01325D-03	7.00000D-02	5.00000E+02	4.49889E-02	-2.76633E+03
1.01325D-03	7.00000D-02	5.25000E+02	4.79785E-02	-2.70388E+03
1.01325D-03	7.00000D-02	5.50000E+02	5.12947E-02	-2.63606E+03
1.01325D-03	7.00000D-02	5.75000E+02	5.50123E-02	-2.56130E+03
1.01325D-03	7.00000D-02	6.00000E+02	5.94987E-02	-2.47360E+03
1.01325D-03	7.00000D-02	6.25000E+02	6.54983E-02	-2.36166E+03
1.01325D-03	7.00000D-02	6.50000E+02	7.40677E-02	-2.21042E+03
1.01325D-03	7.00000D-02	6.75000E+02	8.62293E-02	-2.00685E+03
1.01325D-03	7.00000D-02	7.00000E+02	1.02142E-01	-1.75213E+03
1.01325D-03	7.00000D-02	7.25000E+02	1.19963E-01	-1.47593E+03
1.01325D-03	7.00000D-02	7.50000E+02	1.35923E-01	-1.23086E+03
1.01325D-03	7.00000D-02	7.75000E+02	1.47043E-01	-1.05393E+03
1.01325D-03	7.00000D-02	8.00000E+02	1.53342E-01	-9.41489E+02
1.01325D-03	7.00000D-02	8.25000E+02	1.56509E-01	-8.69856E+02
1.01325D-03	7.00000D-02	8.50000E+02	1.58035E-01	-8.19256E+02
1.01325D-03	7.00000D-02	8.75000E+02	1.58772E-01	-7.78625E+02
1.01325D-03	7.00000D-02	9.00000E+02	1.59136E-01	-7.42606E+02
1.01325D-03	7.00000D-02	9.25000E+02	1.59322E-01	-7.08716E+02
1.01325D-03	7.00000D-02	9.50000E+02	1.59419E-01	-6.75799E+02
1.01325D-03	7.00000D-02	9.75000E+02	1.59473E-01	-6.43304E+02
1.01325D-03	7.00000D-02	1.00000E+03	1.59503E-01	-6.10964E+02
1.01325D-03	7.00000D-02	1.02500E+03	1.59520E-01	-5.78645E+02
1.01325D-03	7.00000D-02	1.05000E+03	1.59531E-01	-5.46281E+02
1.01325D-03	7.00000D-02	1.07500E+03	1.59538E-01	-5.13836E+02
1.01325D-03	7.00000D-02	1.10000E+03	1.59543E-01	-4.81293E+02
1.01325D-03	7.00000D-02	1.12500E+03	1.59546E-01	-4.48641E+02
1.01325D-03	7.00000D-02	1.15000E+03	1.59550E-01	-4.15876E+02
1.01325D-03	7.00000D-02	1.17500E+03	1.59553E-01	-3.82996E+02
1.01325D-03	7.00000D-02	1.20000E+03	1.59557E-01	-3.49999E+02
1.01325D-03	7.00000D-02	1.22500E+03	1.59561E-01	-3.16885E+02
1.01325D-03	7.00000D-02	1.25000E+03	1.59566E-01	-2.83653E+02
1.01325D-03	7.00000D-02	1.27500E+03	1.59573E-01	-2.50301E+02
1.01325D-03	7.00000D-02	1.30000E+03	1.59580E-01	-2.16826E+02
1.01325D-03	7.00000D-02	1.32500E+03	1.59589E-01	-1.83226E+02
1.01325D-03	7.00000D-02	1.35000E+03	1.59600E-01	-1.49495E+02
1.01325D-03	7.00000D-02	1.37500E+03	1.59612E-01	-1.15627E+02
1.01325D-03	7.00000D-02	1.40000E+03	1.59627E-01	-8.16111E+01
1.01325D-03	7.00000D-02	1.42500E+03	1.59645E-01	-4.74365E+01
1.01325D-03	7.00000D-02	1.45000E+03	1.59666E-01	-1.30878E+01
1.01325D-03	7.00000D-02	1.47500E+03	1.59690E-01	2.14540E+01
1.01325D-03	7.00000D-02	1.50000E+03	1.59719E-01	5.62122E+01
1.01325D-03	7.00000D-02	1.52500E+03	1.59751E-01	9.12156E+01
1.01325D-03	7.00000D-02	1.55000E+03	1.59788E-01	1.26499E+02
1.01325D-03	7.00000D-02	1.57500E+03	1.59831E-01	1.62102E+02
1.01325D-03	7.00000D-02	1.60000E+03	1.59879E-01	1.98077E+02
1.01325D-03	7.00000D-02	1.62500E+03	1.59934E-01	2.34479E+02
1.01325D-03	7.00000D-02	1.65000E+03	1.59996E-01	2.71376E+02
1.01325D-03	7.00000D-02	1.67500E+03	1.60065E-01	3.08848E+02
1.01325D-03	7.00000D-02	1.70000E+03	1.60142E-01	3.46983E+02
1.01325D-03	7.00000D-02	1.72500E+03	1.60228E-01	3.85886E+02
1.01325D-03	7.00000D-02	1.75000E+03	1.60323E-01	4.25673E+02
1.01325D-03	7.00000D-02	1.77500E+03	1.60428E-01	4.66477E+02
1.01325D-03	7.00000D-02	1.80000E+03	1.60543E-01	5.08443E+02
1.01325D-03	7.00000D-02	1.82500E+03	1.60669E-01	5.51737E+02
1.01325D-03	7.00000D-02	1.85000E+03	1.60807E-01	5.96537E+02
1.01325D-03	7.00000D-02	1.87500E+03	1.60957E-01	6.43038E+02
1.01325D-03	7.00000D-02	1.90000E+03	1.61120E-01	6.91453E+02
1.01325D-03	7.00000D-02	1.92500E+03	1.61295E-01	7.42005E+02
1.01325D-03	7.00000D-02	1.95000E+03	1.61483E-01	7.94931E+02
1.01325D-03	7.00000D-02	1.97500E+03	1.61684E-01	8.50479E+02
1.01325D-03	7.00000D-02	2.00000E+03	1.61899E-01	9.08898E+02
1.01325D-03	7.00000D-02	2.02500E+03	1.62126E-01	9.70440E+02
1.01325D-03	7.00000D-02	2.05000E+03	1.62366E-01	1.03535E+03
1.01325D-03	7.00000D-02	2.07500E+03	1.62618E-01	1.10386E+03
1.01325D-03	7.00000D-02	2.10000E+03	1.62881E-01	1.17617E+03
1.01325D-03	7.00000D-02	2.12500E+03	1.63154E-01	1.25247E+03
1.01325D-03	7.00000D-02	2.15000E+03	1.63436E-01	1.33287E+03
1.01325D-03	7.00000D-02	2.17500E+03	1.63726E-01	1.41746E+03
1.01325D-03	7.00000D-02	2.20000E+03	1.64023E-01	1.50622E+03
1.01325D-03	7.00000D-02	2.22500E+03	1.64325E-01	1.59908E+03
1.01325D-03	7.00000D-02	2.25000E+03	1.64631E-01	1.69586E+03
1.01325D-03	7.00000D-02	2.27500E+03	1.64941E-01	1.79631E+03
1.01325D-03	7.00000D-02	2.30000E+03	1.65254E-01	1.90005E+03
1.01325D-03	7.00000D-02	2.32500E+03	1.65573E-01	2.00663E+03
1.01325D-03	7.00000D-02	2.35000E+03	1.65900E-01	2.11554E+03
1.01325D-03	7.00000D-02	2.37500E+03	1.66242E-01	2.22622E+03
1.01325D-03	7.00000D-02	2.40000E+03	1.66609E-01	2.33812E+03
1.01325D-03	7.00000D-02	2.42500E+03	1.67016E-01	2.45079E+03
1.01325D-03	7.00000D-02	2.45000E+03	1.67483E-01	2.56390E+03
1.01325D-03	7.00000D-02	2.47500E+03	1.68042E-01	2.67737E+03
1.01325D-03	7.00000D-02	2.50000E+03	1.68734E-01	2.79144E+03
1.01325D-03	7.00000D-02	2.52500E+03	1.69617E-01	2.90683E+03
1.01325D-03	7.00000D-02	2.55000E+03	1.70769E-01	3.02479E+03
1.01325D-03	7.00000D-02	2.57500E+03	1.72295E-01	3.14731E+03
1.01325D-03	7.00000D-02	2.60000E+03	1.74334E-01	3.27721E+03
1.01325D-03	7.00000D-02	2.62500E+03	1.77073E-01	3.41839E+03
1.01325D-03	7.00000D-02	2.65000E+03	1.80760E-01	3.57603E+03
1.01325D-03	7.00000D-02	2.67500E+03	1.85731E-01	3.75689E+03
1.01325D-03	7.00000D-02	2.70000E+03	1.92429E-01	3.96970E+03
1.01325D-03	7.00000D-02	2.72500E+03	2.01454E-01	4.22564E+03
1.01325D-03	7.00000D-02	2.75000E+03	2.13617E-01	4.53882E+03
1.01325D-03	7.00000D-02	2.77500E+03	2.30021E-01	4.92698E+03
1.01325D-03	7.00000D-02	2.80000E+03	2.52189E-01	5.41214E+03
1.01325D-03	7.00000D-02	2.82500E+03	2.82255E-01	6.02127E+03
1.01325D-03	7.00000D-02	2.85000E+03	3.23277E-01	6.78687E+03
1.01325D-03	7.00000D-02	2.87500E+03	3.79764E-01	7.74716E+03
1.01325D-03	7.00000D-02	2.90000E+03	4.58625E-01	8.94581E+03
1.01325D-03	7.00000D-02	2.92500E+03	5.70981E-01	1.04306E+04
1.01325D-03	7.00000D-02	2.95000E+03	7.35942E-01	1.22508E+04
1.01325D-03	7.00000D-02	2.97500E+03	9.89377E-01	1.44521E+04
1.01325D-03	7.00000D-02	3.00000E+03	1.40750E+00	1.70696E+04
1.01325D-03	7.00000D-02	3.02500E+03	2.18575E+00	2.01165E+04
1.01325D-03	7.00000D-02	3.05000E+03	4.01961E+00	2.35672E+04
1.01325D-03	7.00000D-02	3.07500E+03	1.24181E+01	2.73109E+04
1.01325D-03	7.00000D-02	3.10000E+03	1.24181E+01	2.73109E+04
1.01325D-03	7.00000D-02	3.12500E+03	1.24181E+01	2.73109E+04
1.01325D-03	7.00000D-02	3.15000E+03	1.24181E+01	2.73109E+04
1.01325D-03	7.00000D-02	3.17500E+03	1.24181E+01	2.73109E+04
1.01325D-03	7.00000D-02	3.20000E+03	1.24181E+01	2.73109E+04
1.01325D-03	7.00000D-02	3.22500E+03	1.24181E+01	2.73109E+04
1.01325D-03	7.00000D-02	3.25000E+03	1.24181E+01	2.73109E+04
1.01325D-03	7.00000D-02	3.27500E+03	1.24181E+01	2.73109E+04
1.01325D-03	7.00000D-02	3.30000E+03	1.24181E+01	2.73109E+04
1.01325D-03	7.00000D-02	3.32500E+03	1.24181E+01	2.73109E+04
1.01325D-03	7.00000D-02	3.35000E+03	1.24181E+01	2.73109E+04
1.01325D-03	7.00000D-02	3.37500E+03	1.24181E+01	2.73109E+04
1.01325D-03	7.00000D-02	3.40000E+03	1.24181E+01	2.73109E+04
1.01325D-03	7.00000D-02	3.42500E+03	1.24181E+01	2.73109E+04
1.01325D-03	7.00000D-02	3.45000E+03	1.24181E+01	2.73109E+04
1.01325D-03	7.00000D-02	3.47500E+03	1.24181E+01	2.73109E+04
1.01325D-03	7.00000D-02	3.50000E+03	1.24181E+01	2.73109E+04
1.01325D-03	7.00000D-02	3.52500E+03	1.24181E+01	2.73109E+04
1.01325D-03	7.00000D-02	3.55000E+03	1.24181E+01	2.73109E+04
1.01325D-03	7.00000D-02	3.57500E+03	1.24181E+01	2.73109E+04
1.01325D-03	7.00000D-02	3.60000E+03	1.24181E+01	2.73109E+04
1.01325D-03	7.00000D-02	3.62500E+03	1.24181E+01	2.73109E+04
1.01325D-03	7.00000D-02	3.65000E+03	1.24181E+01	2.73109E+04
1.01325D-03	7.00000D-02	3.67500E+03	1.24181E+01	2.73109E+04
1.01325D-03	7.00000D-02	3.70000E+03	1.24181E+01	2.73109E+04
1.01325D-03	7.00000D-02	3.72500E+03	1.24181E+01	2.73109E+04
1.01325D-03	7.00000D-02	3.75000E+03	1.24181E+01	2.73109E+04
1.01325D-03	7.00000D-02	3.77500E+03	1.24181E+01	2.73109E+04
1.01325D-03	7.00000D-02	3.80000E+03	1.24181E+01	2.73109E+04
1.01325D-03	7.00000D-02	3.82500E+03	1.24181E+01	2.73109E+04
1.01325D-03	7.00000D-02	3.85000E+03	1.24181E+01	2.73109E+04
1.01325D-03	7.00000D-02	3.87500E+03	1.24181E+01	2.73109E+04
1.01325D-03	7.00000D-02	3.90000E+03	1.24181E+01	2.73109E+04
1.01325D-03	7.00000D-02	3.92500E+03	1.24181E+01	2.73109E+04
1.01325D-03	7.00000D-02	3.95000E+03	1.24181E+01	2.73109E+04
1.01325D-03	7.00000D-02	3.97500E+03	1.24181E+01	2.73109E+04
1.01325D-03	7.00000D-02	4.00000E+03	1.24181E+01	2.73109E+04
p (bar)	B'g	Temp (K)	B'c	Hw (kJ/kg)
1.01325D-03	1.00000D-01	2.50000E+02	1.14082E-02	-3.31196E+03
1.01325D-03	1.00000D-01	2.75000E+02	1.18535E-02	-3.28331E+03
1.01325D-03	1.00000D-01	3.00000E+02	1.25181E-02	-3.25372E+03
1.01325D-03	1.00000D-01	3.25000E+02	1.34192E-02	-3.22300E+03
1.01325D-03	1.00000D-01	3.50000E+02	1.45657E-02	-3.19085E+03
1.01325D-03	1.00000D-01	3.75000E+02	1.59736E-02	-3.15659E+03
1.01325D-03	1.00000D-01	4.00000E+02	1.76768E-02	-3.11901E+03
1.01325D-03	1.00000D-01	4.25000E+02	1.97272E-02	-3.07632E+03
1.01325D-03	1.00000D-01	4.50000E+02	2.21823E-02	-3.02647E+03
1.01325D-03	1.00000D-01	4.75000E+02	2.50865E-02	-2.96785E+03
1.01325D-03	1.00000D-01	5.00000E+02	2.84494E-02	-2.90028E+03
1.01325D-03	1.00000D-01	5.25000E+02	3.22310E-02	-2.82523E+03
1.01325D-03	1.00000D-01	5.50000E+02	3.63745E-02	-2.74446E+03
1.01325D-03	1.00000D-01	5.75000E+02	4.09328E-02	-2.65733E+03
1.01325D-03	1.00000D-01	6.00000E+02	4.62478E-02	-2.55825E+03
1.01325D-03	1.00000D-01	6.25000E+02	5.30670E-02	-2.43575E+03
1.01325D-03	1.00000D-01	6.50000E+02	6.24870E-02	-2.27417E+03
1.01325D-03	1.00000D-01	6.75000E+02	7.55810E-02	-2.05991E+03
1.01325D-03	1.00000D-01	7.00000E+02	9.25152E-02	-1.79421E+03
1.01325D-03	1.00000D-01	7.25000E+02	1.11353E-01	-1.50781E+03
1.01325D-03	1.00000D-01	7.50000E+02	1.28154E-01	-1.25471E+03
1.01325D-03	1.00000D-01	7.75000E+02	1.39833E-01	-1.07239E+03
1.01325D-03	1.00000D-01	8.00000E+02	1.46446E-01	-9.56543E+02
1.01325D-03	1.00000D-01	8.25000E+02	1.49775E-01	-8.82640E+02
1.01325D-03	1.00000D-01	8.50000E+02	1.51383E-01	-8.30355E+02
1.01325D-03	1.00000D-01	8.75000E+02	1.52162E-01	-7.88329E+02
1.01325D-03	1.00000D-01	9.00000E+02	1.52548E-01	-7.51063E+02
1.01325D-03	1.00000D-01	9.25000E+02	1.52746E-01	-7.16000E+02
1.01325D-03	1.00000D-01	9.50000E+02	1.52850E-01	-6.81949E+02
1.01325D-03	1.00000D-01	9.75000E+02	1.52907E-01	-6.48340E+02
1.01325D-03	1.00000D-01	1.00000E+03	1.52939E-01	-6.14895E+02
1.01325D-03	1.00000D-01	1.02500E+03	1.52958E-01	-5.81475E+02
1.01325D-03	1.00000D-01	1.05000E+03	1.52970E-01	-5.48012E+02
1.01325D-03	1.00000D-01	1.07500E+03	1.52977E-01	-5.14467E+02
1.01325D-03	1.00000D-01	1.10000E+03	1.52983E-01	-4.80822E+02
1.01325D-03	1.00000D-01	1.12500E+03	1.52987E-01	-4.47065E+02
1.01325D-03	1.00000D-01	1.15000E+03	1.52991E-01	-4.13191E+02
1.01325D-03	1.00000D-01	1.17500E+03	1.52995E-01	-3.79197E+02
1.01325D-03	1.00000D-01	1.20000E+03	1.52999E-01	-3.45082E+02
1.01325D-03	1.00000D-01	1.22500E+03	1.53005E-01	-3.10844E+02
1.01325D-03	1.00000D-01	1.25000E+03	1.53011E-01	-2.76481E+02
1.01325D-03	1.00000D-01	1.27500E+03	1.53018E-01	-2.41992E+02
1.01325D-03	1.00000D-01	1.30000E+03	1.53027E-01	-2.07371E+02
1.01325D-03	1.00000D-01	1.32500E+03	1.53037E-01	-1.72615E+02
1.01325D-03	1.00000D-01	1.35000E+03	1.53050E-01	-1.37718E+02
1.01325D-03	1.00000D-01	1.37500E+03	1.53066E-01	-1.02669E+02
1.01325D-03	1.00000D-01	1.40000E+03	1.53084E-01	-6.74583E+01
1.01325D-03	1.00000D-01	1.42500E+03	1.53105E-01	-3.20702E+01
1.01325D-03	1.00000D-01	1.45000E+03	1.53130E-01	3.51371E+00
1.01325D-03	1.00000D-01	1.47500E+03	1.53159E-01	3.93167E+01
1.01325D-03	1.00000D-01	1.50000E+03	1.53193E-01	7.53674E+01
1.01325D-03	1.00000D-01	1.52500E+03	1.53232E-01	1.11701E+02
1.01325D-03	1.00000D-01	1.55000E+03	1.53277E-01	1.48358E+02
1.01325D-03	1.00000D-01	1.57500E+03	1.53328E-01	1.85391E+02
1.01325D-03	1.00000D-01	1.60000E+03	1.53386E-01	2.22858E+02
1.01325D-03	1.00000D-01	1.62500E+03	1.53451E-01	2.60829E+02
1.01325D-03	1.00000D-01	1.65000E+03	1.53525E-01	2.99387E+02
1.01325D-03	1.00000D-01	1.67500E+03	1.53608E-01	3.38626E+02
1.01325D-03	1.00000D-01	1.70000E+03	1.53701E-01	3.78657E+02
1.01325D-03	1.00000D-01	1.72500E+03	1.53804E-01	4.19604E+02
1.01325D-03	1.00000D-01	1.75000E+03	1.53919E-01	4.61611E+02
1.01325D-03	1.00000D-01	1.77500E+03	1.54045E-01	5.04838E+02
1.01325D-03	1.00000D-01	1.80000E+03	1.54185E-01	5.49465E+02
1.01325D-03	1.00000D-01	1.82500E+03	1.54337E-01	5.95694E+02
1.01325D-03	1.00000D-01	1.85000E+03	1.54504E-01	6.43745E+02
1.01325D-03	1.00000D-01	1.87500E+03	1.54686E-01	6.93860E+02
1.01325D-03	1.00000D-01	1.90000E+03	1.54884E-01	7.46302E+02
1.01325D-03	1.00000D-01	1.92500E+03	1.55097E-01	8.01355E+02
1.01325D-03	1.00000D-01	1.95000E+03	1.55327E-01	8.59317E+02
1.01325D-03	1.00000D-01	1.97500E+03	1.55573E-01	9.20504E+02
1.01325D-03	1.00000D-01	2.00000E+03	1.55836E-01	9.85242E+02
1.01325D-03	1.00000D-01	2.02500E+03	1.56116E-01	1.05387E+03
1.01325D-03	1.00000D-01	2.05000E+03	1.56413E-01	1.12671E+03
1.01325D-03	1.00000D-01	2.07500E+03	1.56725E-01	1.20409E+03
1.01325D-03	1.00000D-01	2.10000E+03	1.57053E-01	1.28631E+03
1.01325D-03	1.00000D-01	2.12500E+03	1.57396E-01	1.37366E+03
1.01325D-03	1.00000D-01	2.15000E+03	1.57752E-01	1.46636E+03
1.01325D-03	1.00000D-01	2.17500E+03	1.58119E-01	1.56459E+03
1.01325D-03	1.00000D-01	2.20000E+03	1.58498E-01	1.66845E+03
