p (Pa)	B'g	B'c	Temp (K)	hw (J/kg)
1.01325E+05	1.50000E+00	0.00000E+00	1.70000E+03	1.62606E+06
1.01325E+05	1.50000E+00	0.00000E+00	1.65000E+03	1.44588E+06
1.01325E+05	1.50000E+00	0.00000E+00	1.60000E+03	1.24097E+06
1.01325E+05	1.50000E+00	0.00000E+00	1.55000E+03	1.00244E+06
1.01325E+05	1.50000E+00	0.00000E+00	1.50000E+03	7.29189E+05
1.01325E+05	1.50000E+00	0.00000E+00	1.45000E+03	4.37936E+05
1.01325E+05	1.50000E+00	0.00000E+00	1.40000E+03	1.56311E+05
1.01325E+05	1.50000E+00	0.00000E+00	1.35000E+03	-9.10575E+04
1.01325E+05	1.50000E+00	0.00000E+00	1.30000E+03	-2.89239E+05
1.01325E+05	1.50000E+00	0.00000E+00	1.25000E+03	-4.46562E+05
1.01325E+05	1.50000E+00	0.00000E+00	1.20000E+03	-5.83663E+05
1.01325E+05	1.50000E+00	0.00000E+00	1.15000E+03	-7.15381E+05
1.01325E+05	1.50000E+00	0.00000E+00	1.10000E+03	-8.56308E+05
1.01325E+05	1.50000E+00	0.00000E+00	1.05000E+03	-1.03847E+06
1.01325E+05	1.50000E+00	0.00000E+00	1.00000E+03	-1.33252E+06
1.01325E+05	1.50000E+00	0.00000E+00	9.50000E+02	-1.81603E+06
1.01325E+05	1.50000E+00	0.00000E+00	9.00000E+02	-2.47471E+06
1.01325E+05	1.50000E+00	0.00000E+00	8.50000E+02	-3.18035E+06
1.01325E+05	1.50000E+00	0.00000E+00	8.00000E+02	-3.78898E+06
1.01325E+05	1.50000E+00	0.00000E+00	7.50000E+02	-4.23515E+06
1.01325E+05	1.50000E+00	0.00000E+00	7.00000E+02	-4.53582E+06
1.01325E+05	1.50000E+00	0.00000E+00	6.50000E+02	-4.74109E+06
1.01325E+05	1.50000E+00	0.00000E+00	6.00000E+02	-4.89157E+06
1.01325E+05	1.50000E+00	0.00000E+00	5.50000E+02	-5.01004E+06
1.01325E+05	1.50000E+00	0.00000E+00	5.00000E+02	-5.10901E+06
1.01325E+05	1.50000E+00	0.00000E+00	4.50000E+02	-5.19599E+06
1.01325E+05	1.50000E+00	0.00000E+00	4.00000E+02	-5.27556E+06
1.01325E+05	1.50000E+00	0.00000E+00	3.50000E+02	-5.35032E+06
1.01325E+05	1.50000E+00	0.00000E+00	3.00000E+02	-5.42163E+06
1.01325E+05	1.50000E+00	0.00000E+00	2.50000E+02	-5.49033E+06
p (Pa)	B'g	B'c	Temp (K)	hw (J/kg)
1.01325E+05	1.25000E+00	1.48947E+01	3.90000E+03	2.91934E+07
1.01325E+05	1.25000E+00	7.40516E+00	3.85000E+03	2.86550E+07
1.01325E+05	1.25000E+00	4.43577E+00	3.80000E+03	2.77247E+07
1.01325E+05	1.25000E+00	2.91998E+00	3.75000E+03	2.64591E+07
1.01325E+05	1.25000E+00	2.03964E+00	3.70000E+03	2.49411E+07
1.01325E+05	1.25000E+00	1.48707E+00	3.65000E+03	2.32660E+07
1.01325E+05	1.25000E+00	1.12182E+00	3.60000E+03	2.15248E+07
1.01325E+05	1.25000E+00	8.71121E-01	3.55000E+03	1.97914E+07
1.01325E+05	1.25000E+00	6.93776E-01	3.50000E+03	1.81194E+07
1.01325E+05	1.25000E+00	5.64901E-01	3.45000E+03	1.65431E+07
1.01325E+05	1.25000E+00	4.68740E-01	3.40000E+03	1.50825E+07
1.01325E+05	1.25000E+00	3.94978E-01	3.35000E+03	1.37471E+07
1.01325E+05	1.25000E+00	3.36712E-01	3.30000E+03	1.25389E+07
1.01325E+05	1.25000E+00	2.89262E-01	3.25000E+03	1.14543E+07
1.01325E+05	1.25000E+00	2.49441E-01	3.20000E+03	1.04858E+07
1.01325E+05	1.25000E+00	2.15086E-01	3.15000E+03	9.62306E+06
1.01325E+05	1.25000E+00	1.84738E-01	3.10000E+03	8.85466E+06
1.01325E+05	1.25000E+00	1.57430E-01	3.05000E+03	8.16870E+06
1.01325E+05	1.25000E+00	1.32529E-01	3.00000E+03	7.55392E+06
1.01325E+05	1.25000E+00	1.09626E-01	2.95000E+03	7.00020E+06
1.01325E+05	1.25000E+00	8.84633E-02	2.90000E+03	6.49881E+06
1.01325E+05	1.25000E+00	6.88770E-02	2.85000E+03	6.04245E+06
1.01325E+05	1.25000E+00	5.07618E-02	2.80000E+03	5.62508E+06
1.01325E+05	1.25000E+00	3.40457E-02	2.75000E+03	5.24180E+06
1.01325E+05	1.25000E+00	1.86736E-02	2.70000E+03	4.88856E+06
1.01325E+05	1.25000E+00	4.59697E-03	2.65000E+03	4.56206E+06
1.01325E+05	1.25000E+00	0.00000E+00	2.60000E+03	4.29538E+06
1.01325E+05	1.25000E+00	0.00000E+00	2.55000E+03	4.06692E+06
1.01325E+05	1.25000E+00	0.00000E+00	2.50000E+03	3.85453E+06
1.01325E+05	1.25000E+00	0.00000E+00	2.45000E+03	3.65596E+06
1.01325E+05	1.25000E+00	0.00000E+00	2.40000E+03	3.46929E+06
1.01325E+05	1.25000E+00	0.00000E+00	2.35000E+03	3.29280E+06
1.01325E+05	1.25000E+00	0.00000E+00	2.30000E+03	3.12502E+06
1.01325E+05	1.25000E+00	0.00000E+00	2.25000E+03	2.96461E+06
1.01325E+05	1.25000E+00	0.00000E+00	2.20000E+03	2.81041E+06
1.01325E+05	1.25000E+00	0.00000E+00	2.15000E+03	2.66138E+06
1.01325E+05	1.25000E+00	0.00000E+00	2.10000E+03	2.51657E+06
1.01325E+05	1.25000E+00	0.00000E+00	2.05000E+03	2.37511E+06
1.01325E+05	1.25000E+00	0.00000E+00	2.00000E+03	2.23616E+06
1.01325E+05	1.25000E+00	0.00000E+00	1.95000E+03	2.09888E+06
1.01325E+05	1.25000E+00	0.00000E+00	1.90000E+03	1.96231E+06
1.01325E+05	1.25000E+00	0.00000E+00	1.85000E+03	1.82532E+06
1.01325E+05	1.25000E+00	0.00000E+00	1.80000E+03	1.68639E+06
1.01325E+05	1.25000E+00	0.00000E+00	1.75000E+03	1.54336E+06
1.01325E+05	1.25000E+00	0.00000E+00	1.70000E+03	1.39310E+06
1.01325E+05	1.25000E+00	0.00000E+00	1.65000E+03	1.23107E+06
1.01325E+05	1.25000E+00	0.00000E+00	1.60000E+03	1.05129E+06
1.01325E+05	1.25000E+00	0.00000E+00	1.55000E+03	8.47694E+05
1.01325E+05	1.25000E+00	0.00000E+00	1.50000E+03	6.19110E+05
1.01325E+05	1.25000E+00	0.00000E+00	1.45000E+03	3.76582E+05
1.01325E+05	1.25000E+00	0.00000E+00	1.40000E+03	1.42889E+05
1.01325E+05	1.25000E+00	0.00000E+00	1.35000E+03	-5.99577E+04
1.01325E+05	1.25000E+00	0.00000E+00	1.30000E+03	-2.26066E+05
1.01325E+05	1.25000E+00	0.00000E+00	1.25000E+03	-3.66755E+05
1.01325E+05	1.25000E+00	0.00000E+00	1.20000E+03	-4.95595E+05
1.01325E+05	1.25000E+00	0.00000E+00	1.15000E+03	-6.23463E+05
1.01325E+05	1.25000E+00	0.00000E+00	1.10000E+03	-7.65846E+05
1.01325E+05	1.25000E+00	0.00000E+00	1.05000E+03	-9.58544E+05
1.01325E+05	1.25000E+00	0.00000E+00	1.00000E+03	-1.26819E+06
1.01325E+05	1.25000E+00	0.00000E+00	9.50000E+02	-1.75349E+06
1.01325E+05	1.25000E+00	0.00000E+00	9.00000E+02	-2.39364E+06
1.01325E+05	1.25000E+00	0.00000E+00	8.50000E+02	-3.07192E+06
1.01325E+05	1.25000E+00	0.00000E+00	8.00000E+02	-3.65558E+06
1.01325E+05	1.25000E+00	0.00000E+00	7.50000E+02	-4.08367E+06
1.01325E+05	1.25000E+00	0.00000E+00	7.00000E+02	-4.37327E+06
1.01325E+05	1.25000E+00	0.00000E+00	6.50000E+02	-4.57220E+06
1.01325E+05	1.25000E+00	0.00000E+00	6.00000E+02	-4.71866E+06
1.01325E+05	1.25000E+00	0.00000E+00	5.50000E+02	-4.83413E+06
1.01325E+05	1.25000E+00	0.00000E+00	5.00000E+02	-4.93062E+06
1.01325E+05	1.25000E+00	0.00000E+00	4.50000E+02	-5.01546E+06
1.01325E+05	1.25000E+00	0.00000E+00	4.00000E+02	-5.09318E+06
1.01325E+05	1.25000E+00	0.00000E+00	3.50000E+02	-5.16633E+06
1.01325E+05	1.25000E+00	0.00000E+00	3.00000E+02	-5.23625E+06
1.01325E+05	1.25000E+00	0.00000E+00	2.50000E+02	-5.30373E+06
p (Pa)	B'g	B'c	Temp (K)	hw (J/kg)
1.01325E+05	1.00000E+00	1.27062E+01	3.90000E+03	2.91041E+07
1.01325E+05	1.00000E+00	6.34753E+00	3.85000E+03	2.84934E+07
1.01325E+05	1.00000E+00	3.82228E+00	3.80000E+03	2.74758E+07
1.01325E+05	1.00000E+00	2.53054E+00	3.75000E+03	2.61150E+07
1.01325E+05	1.00000E+00	1.77882E+00	3.70000E+03	2.45061E+07
1.01325E+05	1.00000E+00	1.30625E+00	3.65000E+03	2.27549E+07
1.01325E+05	1.00000E+00	9.93590E-01	3.60000E+03	2.09576E+07
1.01325E+05	1.00000E+00	7.78961E-01	3.55000E+03	1.91885E+07
1.01325E+05	1.00000E+00	6.27240E-01	3.50000E+03	1.74977E+07
1.01325E+05	1.00000E+00	5.17162E-01	3.45000E+03	1.59155E+07
1.01325E+05	1.00000E+00	4.35232E-01	3.40000E+03	1.44582E+07
1.01325E+05	1.00000E+00	3.72593E-01	3.35000E+03	1.31326E+07
1.01325E+05	1.00000E+00	3.23305E-01	3.30000E+03	1.19386E+07
1.01325E+05	1.00000E+00	2.83328E-01	3.25000E+03	1.08718E+07
1.01325E+05	1.00000E+00	2.49903E-01	3.20000E+03	9.92382E+06
1.01325E+05	1.00000E+00	2.21153E-01	3.15000E+03	9.08392E+06
1.01325E+05	1.00000E+00	1.95808E-01	3.10000E+03	8.33996E+06
1.01325E+05	1.00000E+00	1.73023E-01	3.05000E+03	7.67954E+06
1.01325E+05	1.00000E+00	1.52246E-01	3.00000E+03	7.09084E+06
1.01325E+05	1.00000E+00	1.33120E-01	2.95000E+03	6.56323E+06
1.01325E+05	1.00000E+00	1.15422E-01	2.90000E+03	6.08754E+06
1.01325E+05	1.00000E+00	9.90111E-02	2.85000E+03	5.65610E+06
1.01325E+05	1.00000E+00	8.38002E-02	2.80000E+03	5.26263E+06
1.01325E+05	1.00000E+00	6.97308E-02	2.75000E+03	4.90204E+06
1.01325E+05	1.00000E+00	5.67605E-02	2.70000E+03	4.57020E+06
1.01325E+05	1.00000E+00	4.48532E-02	2.65000E+03	4.26374E+06
1.01325E+05	1.00000E+00	3.39731E-02	2.60000E+03	3.97986E+06
1.01325E+05	1.00000E+00	2.40824E-02	2.55000E+03	3.71617E+06
1.01325E+05	1.00000E+00	1.51394E-02	2.50000E+03	3.47063E+06
1.01325E+05	1.00000E+00	7.09825E-03	2.45000E+03	3.24141E+06
1.01325E+05	1.00000E+00	0.00000E+00	2.40000E+03	3.02734E+06
1.01325E+05	1.00000E+00	0.00000E+00	2.35000E+03	2.86129E+06
1.01325E+05	1.00000E+00	0.00000E+00	2.30000E+03	2.70345E+06
1.01325E+05	1.00000E+00	0.00000E+00	2.25000E+03	2.55259E+06
1.01325E+05	1.00000E+00	0.00000E+00	2.20000E+03	2.40763E+06
1.01325E+05	1.00000E+00	0.00000E+00	2.15000E+03	2.26760E+06
1.01325E+05	1.00000E+00	0.00000E+00	2.10000E+03	2.13165E+06
1.01325E+05	1.00000E+00	0.00000E+00	2.05000E+03	1.99902E+06
1.01325E+05	1.00000E+00	0.00000E+00	2.00000E+03	1.86899E+06
1.01325E+05	1.00000E+00	0.00000E+00	1.95000E+03	1.74089E+06
1.01325E+05	1.00000E+00	0.00000E+00	1.90000E+03	1.61402E+06
1.01325E+05	1.00000E+00	0.00000E+00	1.85000E+03	1.48760E+06
1.01325E+05	1.00000E+00	0.00000E+00	1.80000E+03	1.36064E+06
1.01325E+05	1.00000E+00	0.00000E+00	1.75000E+03	1.23187E+06
1.01325E+05	1.00000E+00	0.00000E+00	1.70000E+03	1.09945E+06
1.01325E+05	1.00000E+00	0.00000E+00	1.65000E+03	9.60907E+05
1.01325E+05	1.00000E+00	0.00000E+00	1.60000E+03	8.13168E+05
1.01325E+05	1.00000E+00	0.00000E+00	1.55000E+03	6.53562E+05
1.01325E+05	1.00000E+00	0.00000E+00	1.50000E+03	4.82488E+05
1.01325E+05	1.00000E+00	0.00000E+00	1.45000E+03	3.06955E+05
1.01325E+05	1.00000E+00	0.00000E+00	1.40000E+03	1.39565E+05
1.01325E+05	1.00000E+00	0.00000E+00	1.35000E+03	-1.05982E+04
1.01325E+05	1.00000E+00	0.00000E+00	1.30000E+03	-1.44303E+05
1.01325E+05	1.00000E+00	0.00000E+00	1.25000E+03	-2.67891E+05
1.01325E+05	1.00000E+00	0.00000E+00	1.20000E+03	-3.88574E+05
1.01325E+05	1.00000E+00	0.00000E+00	1.15000E+03	-5.15929E+05
1.01325E+05	1.00000E+00	0.00000E+00	1.10000E+03	-6.69010E+05
1.01325E+05	1.00000E+00	0.00000E+00	1.05000E+03	-8.84516E+05
1.01325E+05	1.00000E+00	0.00000E+00	1.00000E+03	-1.21234E+06
1.01325E+05	1.00000E+00	0.00000E+00	9.50000E+02	-1.69058E+06
1.01325E+05	1.00000E+00	0.00000E+00	9.00000E+02	-2.30013E+06
1.01325E+05	1.00000E+00	0.00000E+00	8.50000E+02	-2.94009E+06
1.01325E+05	1.00000E+00	0.00000E+00	8.00000E+02	-3.49046E+06
1.01325E+05	1.00000E+00	0.00000E+00	7.50000E+02	-3.89508E+06
1.01325E+05	1.00000E+00	0.00000E+00	7.00000E+02	-4.17052E+06
1.01325E+05	1.00000E+00	0.00000E+00	6.50000E+02	-4.36137E+06
1.01325E+05	1.00000E+00	0.00000E+00	6.00000E+02	-4.50268E+06
1.01325E+05	1.00000E+00	0.00000E+00	5.50000E+02	-4.61432E+06
1.01325E+05	1.00000E+00	0.00000E+00	5.00000E+02	-4.70765E+06
1.01325E+05	1.00000E+00	0.00000E+00	4.50000E+02	-4.78981E+06
1.01325E+05	1.00000E+00	0.00000E+00	4.00000E+02	-4.86520E+06
1.01325E+05	1.00000E+00	0.00000E+00	3.50000E+02	-4.93634E+06
1.01325E+05	1.00000E+00	0.00000E+00	3.00000E+02	-5.00452E+06
1.01325E+05	1.00000E+00	0.00000E+00	2.50000E+02	-5.07048E+06
p (Pa)	B'g	B'c	Temp (K)	hw (J/kg)
1.01325E+05	9.00000E-01	1.18319E+01	3.90000E+03	2.90578E+07
1.01325E+05	9.00000E-01	5.92499E+00	3.85000E+03	2.84093E+07
1.01325E+05	9.00000E-01	3.57681E+00	3.80000E+03	2.73464E+07
1.01325E+05	9.00000E-01	2.37428E+00	3.75000E+03	2.59375E+07
1.01325E+05	9.00000E-01	1.67377E+00	3.70000E+03	2.42839E+07
1.01325E+05	9.00000E-01	1.23309E+00	3.65000E+03	2.24969E+07
1.01325E+05	9.00000E-01	9.41430E-01	3.60000E+03	2.06746E+07
1.01325E+05	9.00000E-01	7.41235E-01	3.55000E+03	1.88908E+07
1.01325E+05	9.00000E-01	5.99791E-01	3.50000E+03	1.71936E+07
1.01325E+05	9.00000E-01	4.97267E-01	3.45000E+03	1.56111E+07
1.01325E+05	9.00000E-01	4.21066E-01	3.40000E+03	1.41575E+07
1.01325E+05	9.00000E-01	3.62914E-01	3.35000E+03	1.28382E+07
1.01325E+05	9.00000E-01	3.17253E-01	3.30000E+03	1.16524E+07
1.01325E+05	9.00000E-01	2.80301E-01	3.25000E+03	1.05951E+07
1.01325E+05	9.00000E-01	2.49471E-01	3.20000E+03	9.65774E+06
1.01325E+05	9.00000E-01	2.22998E-01	3.15000E+03	8.82927E+06
1.01325E+05	9.00000E-01	1.99689E-01	3.10000E+03	8.09737E+06
1.01325E+05	9.00000E-01	1.78749E-01	3.05000E+03	7.44939E+06
1.01325E+05	9.00000E-01	1.59656E-01	3.00000E+03	6.87331E+06
1.01325E+05	9.00000E-01	1.42076E-01	2.95000E+03	6.35825E+06
1.01325E+05	9.00000E-01	1.25797E-01	2.90000E+03	5.89486E+06
1.01325E+05	9.00000E-01	1.10690E-01	2.85000E+03	5.47532E+06
1.01325E+05	9.00000E-01	9.66732E-02	2.80000E+03	5.09324E+06
1.01325E+05	9.00000E-01	8.36936E-02	2.75000E+03	4.74344E+06
1.01325E+05	9.00000E-01	7.17137E-02	2.70000E+03	4.42175E+06
1.01325E+05	9.00000E-01	6.07021E-02	2.65000E+03	4.12479E+06
1.01325E+05	9.00000E-01	5.06282E-02	2.60000E+03	3.84975E+06
1.01325E+05	9.00000E-01	4.14590E-02	2.55000E+03	3.59429E+06
1.01325E+05	9.00000E-01	3.31580E-02	2.50000E+03	3.35637E+06
1.01325E+05	9.00000E-01	2.56850E-02	2.45000E+03	3.13420E+06
1.01325E+05	9.00000E-01	1.89957E-02	2.40000E+03	2.92619E+06
1.01325E+05	9.00000E-01	1.30430E-02	2.35000E+03	2.73086E+06
1.01325E+05	9.00000E-01	7.77749E-03	2.30000E+03	2.54688E+06
1.01325E+05	9.00000E-01	3.14831E-03	2.25000E+03	2.37298E+06
1.01325E+05	9.00000E-01	0.00000E+00	2.20000E+03	2.21346E+06
1.01325E+05	9.00000E-01	0.00000E+00	2.15000E+03	2.07778E+06
1.01325E+05	9.00000E-01	0.00000E+00	2.10000E+03	1.94612E+06
1.01325E+05	9.00000E-01	0.00000E+00	2.05000E+03	1.81778E+06
1.01325E+05	9.00000E-01	0.00000E+00	2.00000E+03	1.69211E+06
1.01325E+05	9.00000E-01	0.00000E+00	1.95000E+03	1.56852E+06
1.01325E+05	9.00000E-01	0.00000E+00	1.90000E+03	1.44644E+06
1.01325E+05	9.00000E-01	0.00000E+00	1.85000E+03	1.32529E+06
1.01325E+05	9.00000E-01	0.00000E+00	1.80000E+03	1.20438E+06
1.01325E+05	9.00000E-01	0.00000E+00	1.75000E+03	1.08288E+06
1.01325E+05	9.00000E-01	0.00000E+00	1.70000E+03	9.59670E+05
1.01325E+05	9.00000E-01	0.00000E+00	1.65000E+03	8.33322E+05
1.01325E+05	9.00000E-01	0.00000E+00	1.60000E+03	7.02207E+05
1.01325E+05	9.00000E-01	0.00000E+00	1.55000E+03	5.65197E+05
1.01325E+05	9.00000E-01	0.00000E+00	1.50000E+03	4.23188E+05
1.01325E+05	9.00000E-01	0.00000E+00	1.45000E+03	2.80506E+05
1.01325E+05	9.00000E-01	0.00000E+00	1.40000E+03	1.43288E+05
1.01325E+05	9.00000E-01	0.00000E+00	1.35000E+03	1.48797E+04
1.01325E+05	9.00000E-01	0.00000E+00	1.30000E+03	-1.05997E+05
1.01325E+05	9.00000E-01	0.00000E+00	1.25000E+03	-2.23356E+05
1.01325E+05	9.00000E-01	0.00000E+00	1.20000E+03	-3.43206E+05
1.01325E+05	9.00000E-01	0.00000E+00	1.15000E+03	-4.76081E+05
1.01325E+05	9.00000E-01	0.00000E+00	1.10000E+03	-6.41231E+05
1.01325E+05	9.00000E-01	0.00000E+00	1.05000E+03	-8.69034E+05
1.01325E+05	9.00000E-01	0.00000E+00	1.00000E+03	-1.19983E+06
1.01325E+05	9.00000E-01	0.00000E+00	9.50000E+02	-1.66846E+06
1.01325E+05	9.00000E-01	0.00000E+00	9.00000E+02	-2.25964E+06
1.01325E+05	9.00000E-01	0.00000E+00	8.50000E+02	-2.87943E+06
1.01325E+05	9.00000E-01	0.00000E+00	8.00000E+02	-3.41305E+06
1.01325E+05	9.00000E-01	0.00000E+00	7.50000E+02	-3.80613E+06
1.01325E+05	9.00000E-01	0.00000E+00	7.00000E+02	-4.07471E+06
1.01325E+05	9.00000E-01	0.00000E+00	6.50000E+02	-4.26164E+06
1.01325E+05	9.00000E-01	0.00000E+00	6.00000E+02	-4.40044E+06
1.01325E+05	9.00000E-01	0.00000E+00	5.50000E+02	-4.51023E+06
1.01325E+05	9.00000E-01	0.00000E+00	5.00000E+02	-4.60205E+06
1.01325E+05	9.00000E-01	0.00000E+00	4.50000E+02	-4.68292E+06
1.01325E+05	9.00000E-01	0.00000E+00	4.00000E+02	-4.75721E+06
1.01325E+05	9.00000E-01	0.00000E+00	3.50000E+02	-4.82740E+06
1.01325E+05	9.00000E-01	0.00000E+00	3.00000E+02	-4.89475E+06
1.01325E+05	9.00000E-01	0.00000E+00	2.50000E+02	-4.95999E+06
p (Pa)	B'g	B'c	Temp (K)	hw (J/kg)
1.01325E+05	8.50000E-01	1.13950E+01	3.90000E+03	2.90317E+07
1.01325E+05	8.50000E-01	5.71380E+00	3.85000E+03	2.83617E+07
1.01325E+05	8.50000E-01	3.45401E+00	3.80000E+03	2.72733E+07
1.01325E+05	8.50000E-01	2.29599E+00	3.75000E+03	2.58375E+07
1.01325E+05	8.50000E-01	1.62104E+00	3.70000E+03	2.41595E+07
1.01325E+05	8.50000E-01	1.19627E+00	3.65000E+03	2.23531E+07
1.01325E+05	8.50000E-01	9.15114E-01	3.60000E+03	2.05178E+07
1.01325E+05	8.50000E-01	7.22142E-01	3.55000E+03	1.87267E+07
1.01325E+05	8.50000E-01	5.85845E-01	3.50000E+03	1.70267E+07
1.01325E+05	8.50000E-01	4.87109E-01	3.45000E+03	1.54446E+07
1.01325E+05	8.50000E-01	4.13783E-01	3.40000E+03	1.39936E+07
1.01325E+05	8.50000E-01	3.57885E-01	3.35000E+03	1.26782E+07
1.01325E+05	8.50000E-01	3.14048E-01	3.30000E+03	1.14972E+07
1.01325E+05	8.50000E-01	2.78618E-01	3.25000E+03	1.04453E+07
1.01325E+05	8.50000E-01	2.49094E-01	3.20000E+03	9.51388E+06
1.01325E+05	8.50000E-01	2.23768E-01	3.15000E+03	8.69174E+06
1.01325E+05	8.50000E-01	2.01487E-01	3.10000E+03	7.96648E+06
1.01325E+05	8.50000E-01	1.81478E-01	3.05000E+03	7.32533E+06
1.01325E+05	8.50000E-01	1.63237E-01	3.00000E+03	6.75613E+06
1.01325E+05	8.50000E-01	1.46438E-01	2.95000E+03	6.24791E+06
1.01325E+05	8.50000E-01	1.30879E-01	2.90000E+03	5.79121E+06
1.01325E+05	8.50000E-01	1.16432E-01	2.85000E+03	5.37813E+06
1.01325E+05	8.50000E-01	1.03020E-01	2.80000E+03	5.00222E+06
1.01325E+05	8.50000E-01	9.05937E-02	2.75000E+03	4.65827E+06
1.01325E+05	8.50000E-01	7.91168E-02	2.70000E+03	4.34208E+06
1.01325E+05	8.50000E-01	6.85604E-02	2.65000E+03	4.05026E+06
1.01325E+05	8.50000E-01	5.88965E-02	2.60000E+03	3.78001E+06
1.01325E+05	8.50000E-01	5.00945E-02	2.55000E+03	3.52898E+06
1.01325E+05	8.50000E-01	4.21207E-02	2.50000E+03	3.29518E+06
1.01325E+05	8.50000E-01	3.49373E-02	2.45000E+03	3.07683E+06
1.01325E+05	8.50000E-01	2.85030E-02	2.40000E+03	2.87235E+06
1.01325E+05	8.50000E-01	2.27734E-02	2.35000E+03	2.68030E+06
1.01325E+05	8.50000E-01	1.77019E-02	2.30000E+03	2.49936E+06
1.01325E+05	8.50000E-01	1.32403E-02	2.25000E+03	2.32832E+06
1.01325E+05	8.50000E-01	9.34021E-03	2.20000E+03	2.16603E+06
1.01325E+05	8.50000E-01	5.95312E-03	2.15000E+03	2.01148E+06
1.01325E+05	8.50000E-01	3.03164E-03	2.10000E+03	1.86369E+06
1.01325E+05	8.50000E-01	5.29858E-04	2.05000E+03	1.72182E+06
1.01325E+05	8.50000E-01	0.00000E+00	2.00000E+03	1.59518E+06
1.01325E+05	8.50000E-01	0.00000E+00	1.95000E+03	1.47410E+06
1.01325E+05	8.50000E-01	0.00000E+00	1.90000E+03	1.35471E+06
1.01325E+05	8.50000E-01	0.00000E+00	1.85000E+03	1.23655E+06
1.01325E+05	8.50000E-01	0.00000E+00	1.80000E+03	1.11912E+06
1.01325E+05	8.50000E-01	0.00000E+00	1.75000E+03	1.00186E+06
1.01325E+05	8.50000E-01	0.00000E+00	1.70000E+03	8.84093E+05
1.01325E+05	8.50000E-01	0.00000E+00	1.65000E+03	7.64996E+05
1.01325E+05	8.50000E-01	0.00000E+00	1.60000E+03	6.43732E+05
1.01325E+05	8.50000E-01	0.00000E+00	1.55000E+03	5.19857E+05
1.01325E+05	8.50000E-01	0.00000E+00	1.50000E+03	3.94094E+05
1.01325E+05	8.50000E-01	0.00000E+00	1.45000E+03	2.68736E+05
1.01325E+05	8.50000E-01	0.00000E+00	1.40000E+03	1.46488E+05
1.01325E+05	8.50000E-01	0.00000E+00	1.35000E+03	2.83736E+04
1.01325E+05	8.50000E-01	0.00000E+00	1.30000E+03	-8.69932E+04
1.01325E+05	8.50000E-01	0.00000E+00	1.25000E+03	-2.03060E+05
1.01325E+05	8.50000E-01	0.00000E+00	1.20000E+03	-3.25799E+05
1.01325E+05	8.50000E-01	0.00000E+00	1.15000E+03	-4.65224E+05
1.01325E+05	8.50000E-01	0.00000E+00	1.10000E+03	-6.37595E+05
1.01325E+05	8.50000E-01	0.00000E+00	1.05000E+03	-8.69148E+05
1.01325E+05	8.50000E-01	0.00000E+00	1.00000E+03	-1.19800E+06
1.01325E+05	8.50000E-01	0.00000E+00	9.50000E+02	-1.65903E+06
1.01325E+05	8.50000E-01	0.00000E+00	9.00000E+02	-2.23898E+06
1.01325E+05	8.50000E-01	0.00000E+00	8.50000E+02	-2.84721E+06
1.01325E+05	8.50000E-01	0.00000E+00	8.00000E+02	-3.37146E+06
1.01325E+05	8.50000E-01	0.00000E+00	7.50000E+02	-3.75817E+06
1.01325E+05	8.50000E-01	0.00000E+00	7.00000E+02	-4.02299E+06
1.01325E+05	8.50000E-01	0.00000E+00	6.50000E+02	-4.20777E+06
1.01325E+05	8.50000E-01	0.00000E+00	6.00000E+02	-4.34520E+06
1.01325E+05	8.50000E-01	0.00000E+00	5.50000E+02	-4.45397E+06
1.01325E+05	8.50000E-01	0.00000E+00	5.00000E+02	-4.54497E+06
1.01325E+05	8.50000E-01	0.00000E+00	4.50000E+02	-4.62515E+06
1.01325E+05	8.50000E-01	0.00000E+00	4.00000E+02	-4.69884E+06
1.01325E+05	8.50000E-01	0.00000E+00	3.50000E+02	-4.76851E+06
1.01325E+05	8.50000E-01	0.00000E+00	3.00000E+02	-4.83542E+06
1.01325E+05	8.50000E-01	0.00000E+00	2.50000E+02	-4.90027E+06
p (Pa)	B'g	B'c	Temp (K)	hw (J/kg)
1.01325E+05	8.20000E-01	1.11329E+01	3.90000E+03	2.90149E+07
1.01325E+05	8.20000E-01	5.58711E+00	3.85000E+03	2.83311E+07
1.01325E+05	8.20000E-01	3.38031E+00	3.80000E+03	2.72263E+07
1.01325E+05	8.20000E-01	2.24895E+00	3.75000E+03	2.57734E+07
1.01325E+05	8.20000E-01	1.58932E+00	3.70000E+03	2.40799E+07
1.01325E+05	8.20000E-01	1.17410E+00	3.65000E+03	2.22616E+07
1.01325E+05	8.20000E-01	8.99241E-01	3.60000E+03	2.04183E+07
1.01325E+05	8.20000E-01	7.10605E-01	3.55000E+03	1.86228E+07
1.01325E+05	8.20000E-01	5.77400E-01	3.50000E+03	1.69213E+07
1.01325E+05	8.20000E-01	4.80940E-01	3.45000E+03	1.53397E+07
1.01325E+05	8.20000E-01	4.09343E-01	3.40000E+03	1.38904E+07
1.01325E+05	8.20000E-01	3.54801E-01	3.35000E+03	1.25776E+07
1.01325E+05	8.20000E-01	3.12061E-01	3.30000E+03	1.13998E+07
1.01325E+05	8.20000E-01	2.77548E-01	3.25000E+03	1.03514E+07
1.01325E+05	8.20000E-01	2.48810E-01	3.20000E+03	9.42373E+06
1.01325E+05	8.20000E-01	2.24177E-01	3.15000E+03	8.60562E+06
