p (Pa)	B'g	B'c	Temp (K)	hw (J/kg)
1.01325E+05	8.20000E-01	2.02515E-01	3.10000E+03	7.88456E+06
1.01325E+05	8.20000E-01	1.83069E-01	3.05000E+03	7.24772E+06
1.01325E+05	8.20000E-01	1.65341E-01	3.00000E+03	6.68286E+06
1.01325E+05	8.20000E-01	1.49015E-01	2.95000E+03	6.17894E+06
1.01325E+05	8.20000E-01	1.33890E-01	2.90000E+03	5.72645E+06
1.01325E+05	8.20000E-01	1.19843E-01	2.85000E+03	5.31743E+06
1.01325E+05	8.20000E-01	1.06797E-01	2.80000E+03	4.94540E+06
1.01325E+05	8.20000E-01	9.47050E-02	2.75000E+03	4.60512E+06
1.01325E+05	8.20000E-01	8.35326E-02	2.70000E+03	4.29238E+06
1.01325E+05	8.20000E-01	7.32520E-02	2.65000E+03	4.00377E+06
1.01325E+05	8.20000E-01	6.38365E-02	2.60000E+03	3.73652E+06
1.01325E+05	8.20000E-01	5.52572E-02	2.55000E+03	3.48828E+06
1.01325E+05	8.20000E-01	4.74817E-02	2.50000E+03	3.25705E+06
1.01325E+05	8.20000E-01	4.04741E-02	2.45000E+03	3.04109E+06
1.01325E+05	8.20000E-01	3.41946E-02	2.40000E+03	2.83882E+06
1.01325E+05	8.20000E-01	2.86005E-02	2.35000E+03	2.64882E+06
1.01325E+05	8.20000E-01	2.36469E-02	2.30000E+03	2.46979E+06
1.01325E+05	8.20000E-01	1.92874E-02	2.25000E+03	2.30053E+06
1.01325E+05	8.20000E-01	1.54748E-02	2.20000E+03	2.13991E+06
1.01325E+05	8.20000E-01	1.21624E-02	2.15000E+03	1.98693E+06
1.01325E+05	8.20000E-01	9.30420E-03	2.10000E+03	1.84063E+06
1.01325E+05	8.20000E-01	6.85560E-03	2.05000E+03	1.70018E+06
1.01325E+05	8.20000E-01	4.77395E-03	2.00000E+03	1.56479E+06
1.01325E+05	8.20000E-01	3.01888E-03	1.95000E+03	1.43378E+06
1.01325E+05	8.20000E-01	1.55256E-03	1.90000E+03	1.30655E+06
1.01325E+05	8.20000E-01	3.39888E-04	1.85000E+03	1.18255E+06
1.01325E+05	8.20000E-01	0.00000E+00	1.80000E+03	1.06529E+06
1.01325E+05	8.20000E-01	0.00000E+00	1.75000E+03	9.50883E+05
1.01325E+05	8.20000E-01	0.00000E+00	1.70000E+03	8.36810E+05
1.01325E+05	8.20000E-01	0.00000E+00	1.65000E+03	7.22650E+05
1.01325E+05	8.20000E-01	0.00000E+00	1.60000E+03	6.08020E+05
1.01325E+05	8.20000E-01	0.00000E+00	1.55000E+03	4.92743E+05
1.01325E+05	8.20000E-01	0.00000E+00	1.50000E+03	3.77119E+05
1.01325E+05	8.20000E-01	0.00000E+00	1.45000E+03	2.61940E+05
1.01325E+05	8.20000E-01	0.00000E+00	1.40000E+03	1.47900E+05
1.01325E+05	8.20000E-01	0.00000E+00	1.35000E+03	3.47398E+04
1.01325E+05	8.20000E-01	0.00000E+00	1.30000E+03	-7.91663E+04
1.01325E+05	8.20000E-01	0.00000E+00	1.25000E+03	-1.96897E+05
1.01325E+05	8.20000E-01	0.00000E+00	1.20000E+03	-3.23370E+05
1.01325E+05	8.20000E-01	0.00000E+00	1.15000E+03	-4.66753E+05
1.01325E+05	8.20000E-01	0.00000E+00	1.10000E+03	-6.41530E+05
1.01325E+05	8.20000E-01	0.00000E+00	1.05000E+03	-8.72985E+05
1.01325E+05	8.20000E-01	0.00000E+00	1.00000E+03	-1.19887E+06
1.01325E+05	8.20000E-01	0.00000E+00	9.50000E+02	-1.65413E+06
1.01325E+05	8.20000E-01	0.00000E+00	9.00000E+02	-2.22652E+06
1.01325E+05	8.20000E-01	0.00000E+00	8.50000E+02	-2.82725E+06
1.01325E+05	8.20000E-01	0.00000E+00	8.00000E+02	-3.34551E+06
1.01325E+05	8.20000E-01	0.00000E+00	7.50000E+02	-3.72818E+06
1.01325E+05	8.20000E-01	0.00000E+00	7.00000E+02	-3.99062E+06
1.01325E+05	8.20000E-01	0.00000E+00	6.50000E+02	-4.17404E+06
1.01325E+05	8.20000E-01	0.00000E+00	6.00000E+02	-4.31061E+06
1.01325E+05	8.20000E-01	0.00000E+00	5.50000E+02	-4.41874E+06
1.01325E+05	8.20000E-01	0.00000E+00	5.00000E+02	-4.50922E+06
1.01325E+05	8.20000E-01	0.00000E+00	4.50000E+02	-4.58896E+06
1.01325E+05	8.20000E-01	0.00000E+00	4.00000E+02	-4.66228E+06
1.01325E+05	8.20000E-01	0.00000E+00	3.50000E+02	-4.73162E+06
1.01325E+05	8.20000E-01	0.00000E+00	3.00000E+02	-4.79825E+06
1.01325E+05	8.20000E-01	0.00000E+00	2.50000E+02	-4.86286E+06
p (Pa)	B'g	B'c	Temp (K)	hw (J/kg)
1.01325E+05	8.00000E-01	1.09582E+01	3.90000E+03	2.90032E+07
1.01325E+05	8.00000E-01	5.50265E+00	3.85000E+03	2.83098E+07
1.01325E+05	8.00000E-01	3.33115E+00	3.80000E+03	2.71935E+07
1.01325E+05	8.00000E-01	2.21757E+00	3.75000E+03	2.57288E+07
1.01325E+05	8.00000E-01	1.56814E+00	3.70000E+03	2.40247E+07
1.01325E+05	8.00000E-01	1.15928E+00	3.65000E+03	2.21981E+07
1.01325E+05	8.00000E-01	8.88621E-01	3.60000E+03	2.03494E+07
1.01325E+05	8.00000E-01	7.02877E-01	3.55000E+03	1.85510E+07
1.01325E+05	8.00000E-01	5.71735E-01	3.50000E+03	1.68486E+07
1.01325E+05	8.00000E-01	4.76794E-01	3.45000E+03	1.52675E+07
1.01325E+05	8.00000E-01	4.06352E-01	3.40000E+03	1.38195E+07
1.01325E+05	8.00000E-01	3.52715E-01	3.35000E+03	1.25086E+07
1.01325E+05	8.00000E-01	3.10709E-01	3.30000E+03	1.13329E+07
1.01325E+05	8.00000E-01	2.76808E-01	3.25000E+03	1.02870E+07
1.01325E+05	8.00000E-01	2.48597E-01	3.20000E+03	9.36195E+06
1.01325E+05	8.00000E-01	2.24426E-01	3.15000E+03	8.54663E+06
1.01325E+05	8.00000E-01	2.03179E-01	3.10000E+03	7.82846E+06
1.01325E+05	8.00000E-01	1.84108E-01	3.05000E+03	7.19458E+06
1.01325E+05	8.00000E-01	1.66725E-01	3.00000E+03	6.63271E+06
1.01325E+05	8.00000E-01	1.50715E-01	2.95000E+03	6.13175E+06
1.01325E+05	8.00000E-01	1.35881E-01	2.90000E+03	5.68215E+06
1.01325E+05	8.00000E-01	1.22101E-01	2.85000E+03	5.27592E+06
1.01325E+05	8.00000E-01	1.09301E-01	2.80000E+03	4.90654E+06
1.01325E+05	8.00000E-01	9.74332E-02	2.75000E+03	4.56878E+06
1.01325E+05	8.00000E-01	8.64650E-02	2.70000E+03	4.25840E+06
1.01325E+05	8.00000E-01	7.63694E-02	2.65000E+03	3.97201E+06
1.01325E+05	8.00000E-01	6.71206E-02	2.60000E+03	3.70681E+06
1.01325E+05	8.00000E-01	5.86907E-02	2.55000E+03	3.46048E+06
1.01325E+05	8.00000E-01	5.10485E-02	2.50000E+03	3.23102E+06
1.01325E+05	8.00000E-01	4.41589E-02	2.45000E+03	3.01669E+06
1.01325E+05	8.00000E-01	3.79834E-02	2.40000E+03	2.81593E+06
1.01325E+05	8.00000E-01	3.24804E-02	2.35000E+03	2.62734E+06
1.01325E+05	8.00000E-01	2.76061E-02	2.30000E+03	2.44962E+06
1.01325E+05	8.00000E-01	2.33151E-02	2.25000E+03	2.28157E+06
1.01325E+05	8.00000E-01	1.95614E-02	2.20000E+03	2.12210E+06
1.01325E+05	8.00000E-01	1.62993E-02	2.15000E+03	1.97019E+06
1.01325E+05	8.00000E-01	1.34837E-02	2.10000E+03	1.82491E+06
1.01325E+05	8.00000E-01	1.10710E-02	2.05000E+03	1.68542E+06
1.01325E+05	8.00000E-01	9.01918E-03	2.00000E+03	1.55096E+06
1.01325E+05	8.00000E-01	7.28878E-03	1.95000E+03	1.42085E+06
1.01325E+05	8.00000E-01	5.84262E-03	1.90000E+03	1.29448E+06
1.01325E+05	8.00000E-01	4.64620E-03	1.85000E+03	1.17131E+06
1.01325E+05	8.00000E-01	3.66777E-03	1.80000E+03	1.05089E+06
1.01325E+05	8.00000E-01	2.87836E-03	1.75000E+03	9.32806E+05
1.01325E+05	8.00000E-01	2.25169E-03	1.70000E+03	8.16694E+05
1.01325E+05	8.00000E-01	1.76396E-03	1.65000E+03	7.02239E+05
1.01325E+05	8.00000E-01	1.39350E-03	1.60000E+03	5.89149E+05
1.01325E+05	8.00000E-01	1.11995E-03	1.55000E+03	4.77134E+05
1.01325E+05	8.00000E-01	9.22837E-04	1.50000E+03	3.65884E+05
1.01325E+05	8.00000E-01	7.78426E-04	1.45000E+03	2.55010E+05
1.01325E+05	8.00000E-01	6.53366E-04	1.40000E+03	1.43959E+05
1.01325E+05	8.00000E-01	4.90880E-04	1.35000E+03	3.18436E+04
1.01325E+05	8.00000E-01	1.80413E-04	1.30000E+03	-8.29081E+04
1.01325E+05	8.00000E-01	0.00000E+00	1.25000E+03	-2.02032E+05
1.01325E+05	8.00000E-01	0.00000E+00	1.20000E+03	-3.29461E+05
1.01325E+05	8.00000E-01	0.00000E+00	1.15000E+03	-4.73233E+05
1.01325E+05	8.00000E-01	0.00000E+00	1.10000E+03	-6.47557E+05
1.01325E+05	8.00000E-01	0.00000E+00	1.05000E+03	-8.77472E+05
1.01325E+05	8.00000E-01	0.00000E+00	1.00000E+03	-1.20043E+06
1.01325E+05	8.00000E-01	0.00000E+00	9.50000E+02	-1.65125E+06
1.01325E+05	8.00000E-01	0.00000E+00	9.00000E+02	-2.21822E+06
1.01325E+05	8.00000E-01	0.00000E+00	8.50000E+02	-2.81369E+06
1.01325E+05	8.00000E-01	0.00000E+00	8.00000E+02	-3.32778E+06
1.01325E+05	8.00000E-01	0.00000E+00	7.50000E+02	-3.70766E+06
1.01325E+05	8.00000E-01	0.00000E+00	7.00000E+02	-3.96846E+06
1.01325E+05	8.00000E-01	0.00000E+00	6.50000E+02	-4.15094E+06
1.01325E+05	8.00000E-01	0.00000E+00	6.00000E+02	-4.28691E+06
1.01325E+05	8.00000E-01	0.00000E+00	5.50000E+02	-4.39460E+06
1.01325E+05	8.00000E-01	0.00000E+00	5.00000E+02	-4.48473E+06
1.01325E+05	8.00000E-01	0.00000E+00	4.50000E+02	-4.56417E+06
1.01325E+05	8.00000E-01	0.00000E+00	4.00000E+02	-4.63722E+06
1.01325E+05	8.00000E-01	0.00000E+00	3.50000E+02	-4.70635E+06
1.01325E+05	8.00000E-01	0.00000E+00	3.00000E+02	-4.77279E+06
1.01325E+05	8.00000E-01	0.00000E+00	2.50000E+02	-4.83723E+06
p (Pa)	B'g	B'c	Temp (K)	hw (J/kg)
1.01325E+05	7.95000E-01	1.09146E+01	3.90000E+03	2.90002E+07
1.01325E+05	7.95000E-01	5.48154E+00	3.85000E+03	2.83043E+07
1.01325E+05	7.95000E-01	3.31886E+00	3.80000E+03	2.71852E+07
1.01325E+05	7.95000E-01	2.20972E+00	3.75000E+03	2.57174E+07
1.01325E+05	7.95000E-01	1.56284E+00	3.70000E+03	2.40106E+07
1.01325E+05	7.95000E-01	1.15557E+00	3.65000E+03	2.21820E+07
1.01325E+05	7.95000E-01	8.85961E-01	3.60000E+03	2.03319E+07
1.01325E+05	7.95000E-01	7.00940E-01	3.55000E+03	1.85328E+07
1.01325E+05	7.95000E-01	5.70314E-01	3.50000E+03	1.68302E+07
1.01325E+05	7.95000E-01	4.75753E-01	3.45000E+03	1.52491E+07
1.01325E+05	7.95000E-01	4.05600E-01	3.40000E+03	1.38015E+07
1.01325E+05	7.95000E-01	3.52190E-01	3.35000E+03	1.24910E+07
1.01325E+05	7.95000E-01	3.10367E-01	3.30000E+03	1.13160E+07
1.01325E+05	7.95000E-01	2.76619E-01	3.25000E+03	1.02706E+07
1.01325E+05	7.95000E-01	2.48540E-01	3.20000E+03	9.34629E+06
1.01325E+05	7.95000E-01	2.24485E-01	3.15000E+03	8.53167E+06
1.01325E+05	7.95000E-01	2.03342E-01	3.10000E+03	7.81424E+06
1.01325E+05	7.95000E-01	1.84365E-01	3.05000E+03	7.18112E+06
1.01325E+05	7.95000E-01	1.67068E-01	3.00000E+03	6.62000E+06
1.01325E+05	7.95000E-01	1.51137E-01	2.95000E+03	6.11980E+06
1.01325E+05	7.95000E-01	1.36376E-01	2.90000E+03	5.67093E+06
1.01325E+05	7.95000E-01	1.22664E-01	2.85000E+03	5.26540E+06
1.01325E+05	7.95000E-01	1.09925E-01	2.80000E+03	4.89670E+06
1.01325E+05	7.95000E-01	9.81136E-02	2.75000E+03	4.55958E+06
1.01325E+05	7.95000E-01	8.71966E-02	2.70000E+03	4.24980E+06
1.01325E+05	7.95000E-01	7.71474E-02	2.65000E+03	3.96397E+06
1.01325E+05	7.95000E-01	6.79404E-02	2.60000E+03	3.69929E+06
1.01325E+05	7.95000E-01	5.95480E-02	2.55000E+03	3.45344E+06
1.01325E+05	7.95000E-01	5.19392E-02	2.50000E+03	3.22443E+06
1.01325E+05	7.95000E-01	4.50792E-02	2.45000E+03	3.01051E+06
1.01325E+05	7.95000E-01	3.89299E-02	2.40000E+03	2.81014E+06
1.01325E+05	7.95000E-01	3.34498E-02	2.35000E+03	2.62191E+06
1.01325E+05	7.95000E-01	2.85953E-02	2.30000E+03	2.44451E+06
1.01325E+05	7.95000E-01	2.43215E-02	2.25000E+03	2.27678E+06
1.01325E+05	7.95000E-01	2.05827E-02	2.20000E+03	2.11759E+06
1.01325E+05	7.95000E-01	1.73332E-02	2.15000E+03	1.96595E+06
1.01325E+05	7.95000E-01	1.45283E-02	2.10000E+03	1.82093E+06
1.01325E+05	7.95000E-01	1.21246E-02	2.05000E+03	1.68169E+06
1.01325E+05	7.95000E-01	1.00803E-02	2.00000E+03	1.54747E+06
1.01325E+05	7.95000E-01	8.35610E-03	1.95000E+03	1.41758E+06
1.01325E+05	7.95000E-01	6.91501E-03	1.90000E+03	1.29143E+06
1.01325E+05	7.95000E-01	5.72268E-03	1.85000E+03	1.16848E+06
1.01325E+05	7.95000E-01	4.74749E-03	1.80000E+03	1.04826E+06
1.01325E+05	7.95000E-01	3.96059E-03	1.75000E+03	9.30376E+05
1.01325E+05	7.95000E-01	3.33579E-03	1.70000E+03	8.14464E+05
1.01325E+05	7.95000E-01	2.84939E-03	1.65000E+03	7.00206E+05
1.01325E+05	7.95000E-01	2.47975E-03	1.60000E+03	5.87311E+05
1.01325E+05	7.95000E-01	2.20660E-03	1.55000E+03	4.75490E+05
1.01325E+05	7.95000E-01	2.00948E-03	1.50000E+03	3.64433E+05
1.01325E+05	7.95000E-01	1.86469E-03	1.45000E+03	2.53753E+05
1.01325E+05	7.95000E-01	1.73893E-03	1.40000E+03	1.42899E+05
1.01325E+05	7.95000E-01	1.57554E-03	1.35000E+03	3.09856E+04
1.01325E+05	7.95000E-01	1.26422E-03	1.30000E+03	-8.35545E+04
1.01325E+05	7.95000E-01	5.73203E-04	1.25000E+03	-2.03682E+05
1.01325E+05	7.95000E-01	0.00000E+00	1.20000E+03	-3.32301E+05
1.01325E+05	7.95000E-01	0.00000E+00	1.15000E+03	-4.75674E+05
1.01325E+05	7.95000E-01	0.00000E+00	1.10000E+03	-6.49546E+05
1.01325E+05	7.95000E-01	0.00000E+00	1.05000E+03	-8.78861E+05
1.01325E+05	7.95000E-01	0.00000E+00	1.00000E+03	-1.20095E+06
1.01325E+05	7.95000E-01	0.00000E+00	9.50000E+02	-1.65058E+06
1.01325E+05	7.95000E-01	0.00000E+00	9.00000E+02	-2.21614E+06
1.01325E+05	7.95000E-01	0.00000E+00	8.50000E+02	-2.81026E+06
1.01325E+05	7.95000E-01	0.00000E+00	8.00000E+02	-3.32330E+06
1.01325E+05	7.95000E-01	0.00000E+00	7.50000E+02	-3.70246E+06
1.01325E+05	7.95000E-01	0.00000E+00	7.00000E+02	-3.96284E+06
1.01325E+05	7.95000E-01	0.00000E+00	6.50000E+02	-4.14509E+06
1.01325E+05	7.95000E-01	0.00000E+00	6.00000E+02	-4.28091E+06
1.01325E+05	7.95000E-01	0.00000E+00	5.50000E+02	-4.38848E+06
1.01325E+05	7.95000E-01	0.00000E+00	5.00000E+02	-4.47852E+06
1.01325E+05	7.95000E-01	0.00000E+00	4.50000E+02	-4.55788E+06
1.01325E+05	7.95000E-01	0.00000E+00	4.00000E+02	-4.63087E+06
1.01325E+05	7.95000E-01	0.00000E+00	3.50000E+02	-4.69994E+06
1.01325E+05	7.95000E-01	0.00000E+00	3.00000E+02	-4.76634E+06
1.01325E+05	7.95000E-01	0.00000E+00	2.50000E+02	-4.83073E+06
p (Pa)	B'g	B'c	Temp (K)	hw (J/kg)
1.01325E+05	7.90000E-01	1.08709E+01	3.90000E+03	2.89972E+07
1.01325E+05	7.90000E-01	5.46042E+00	3.85000E+03	2.82988E+07
1.01325E+05	7.90000E-01	3.30657E+00	3.80000E+03	2.71767E+07
1.01325E+05	7.90000E-01	2.20186E+00	3.75000E+03	2.57059E+07
1.01325E+05	7.90000E-01	1.55754E+00	3.70000E+03	2.39964E+07
1.01325E+05	7.90000E-01	1.15186E+00	3.65000E+03	2.21657E+07
1.01325E+05	7.90000E-01	8.83299E-01	3.60000E+03	2.03142E+07
1.01325E+05	7.90000E-01	6.99002E-01	3.55000E+03	1.85144E+07
1.01325E+05	7.90000E-01	5.68892E-01	3.50000E+03	1.68116E+07
1.01325E+05	7.90000E-01	4.74711E-01	3.45000E+03	1.52307E+07
1.01325E+05	7.90000E-01	4.04847E-01	3.40000E+03	1.37834E+07
1.01325E+05	7.90000E-01	3.51663E-01	3.35000E+03	1.24734E+07
1.01325E+05	7.90000E-01	3.10024E-01	3.30000E+03	1.12989E+07
1.01325E+05	7.90000E-01	2.76429E-01	3.25000E+03	1.02542E+07
1.01325E+05	7.90000E-01	2.48482E-01	3.20000E+03	9.33053E+06
1.01325E+05	7.90000E-01	2.24543E-01	3.15000E+03	8.51663E+06
1.01325E+05	7.90000E-01	2.03503E-01	3.10000E+03	7.79995E+06
1.01325E+05	7.90000E-01	1.84621E-01	3.05000E+03	7.16758E+06
1.01325E+05	7.90000E-01	1.67411E-01	3.00000E+03	6.60723E+06
1.01325E+05	7.90000E-01	1.51559E-01	2.95000E+03	6.10778E+06
1.01325E+05	7.90000E-01	1.36871E-01	2.90000E+03	5.65965E+06
1.01325E+05	7.90000E-01	1.23225E-01	2.85000E+03	5.25483E+06
1.01325E+05	7.90000E-01	1.10549E-01	2.80000E+03	4.88681E+06
1.01325E+05	7.90000E-01	9.87933E-02	2.75000E+03	4.55033E+06
1.01325E+05	7.90000E-01	8.79276E-02	2.70000E+03	4.24115E+06
1.01325E+05	7.90000E-01	7.79249E-02	2.65000E+03	3.95589E+06
1.01325E+05	7.90000E-01	6.87598E-02	2.60000E+03	3.69173E+06
1.01325E+05	7.90000E-01	6.04049E-02	2.55000E+03	3.44637E+06
1.01325E+05	7.90000E-01	5.28295E-02	2.50000E+03	3.21781E+06
1.01325E+05	7.90000E-01	4.59993E-02	2.45000E+03	3.00431E+06
1.01325E+05	7.90000E-01	3.98760E-02	2.40000E+03	2.80432E+06
1.01325E+05	7.90000E-01	3.44188E-02	2.35000E+03	2.61644E+06
1.01325E+05	7.90000E-01	2.95844E-02	2.30000E+03	2.43939E+06
1.01325E+05	7.90000E-01	2.53278E-02	2.25000E+03	2.27196E+06
1.01325E+05	7.90000E-01	2.16038E-02	2.20000E+03	2.11307E+06
1.01325E+05	7.90000E-01	1.83670E-02	2.15000E+03	1.96170E+06
1.01325E+05	7.90000E-01	1.55728E-02	2.10000E+03	1.81694E+06
1.01325E+05	7.90000E-01	1.31781E-02	2.05000E+03	1.67794E+06
1.01325E+05	7.90000E-01	1.11413E-02	2.00000E+03	1.54395E+06
1.01325E+05	7.90000E-01	9.42336E-03	1.95000E+03	1.41429E+06
1.01325E+05	7.90000E-01	7.98735E-03	1.90000E+03	1.28836E+06
1.01325E+05	7.90000E-01	6.79912E-03	1.85000E+03	1.16562E+06
1.01325E+05	7.90000E-01	5.82718E-03	1.80000E+03	1.04562E+06
1.01325E+05	7.90000E-01	5.04280E-03	1.75000E+03	9.27935E+05
1.01325E+05	7.90000E-01	4.41988E-03	1.70000E+03	8.12224E+05
1.01325E+05	7.90000E-01	3.93480E-03	1.65000E+03	6.98164E+05
1.01325E+05	7.90000E-01	3.56600E-03	1.60000E+03	5.85464E+05
1.01325E+05	7.90000E-01	3.29325E-03	1.55000E+03	4.73838E+05
1.01325E+05	7.90000E-01	3.09612E-03	1.50000E+03	3.62976E+05
1.01325E+05	7.90000E-01	2.95096E-03	1.45000E+03	2.52491E+05
1.01325E+05	7.90000E-01	2.82451E-03	1.40000E+03	1.41835E+05
1.01325E+05	7.90000E-01	2.66021E-03	1.35000E+03	3.01237E+04
1.01325E+05	7.90000E-01	2.34806E-03	1.30000E+03	-8.42037E+04
1.01325E+05	7.90000E-01	1.65695E-03	1.25000E+03	-2.04100E+05
1.01325E+05	7.90000E-01	8.22431E-05	1.20000E+03	-3.35440E+05
1.01325E+05	7.90000E-01	0.00000E+00	1.15000E+03	-4.78462E+05
1.01325E+05	7.90000E-01	0.00000E+00	1.10000E+03	-6.51738E+05
1.01325E+05	7.90000E-01	0.00000E+00	1.05000E+03	-8.80362E+05
1.01325E+05	7.90000E-01	0.00000E+00	1.00000E+03	-1.20154E+06
1.01325E+05	7.90000E-01	0.00000E+00	9.50000E+02	-1.64994E+06
1.01325E+05	7.90000E-01	0.00000E+00	9.00000E+02	-2.21407E+06
1.01325E+05	7.90000E-01	0.00000E+00	8.50000E+02	-2.80683E+06
1.01325E+05	7.90000E-01	0.00000E+00	8.00000E+02	-3.31879E+06
1.01325E+05	7.90000E-01	0.00000E+00	7.50000E+02	-3.69723E+06
1.01325E+05	7.90000E-01	0.00000E+00	7.00000E+02	-3.95719E+06
1.01325E+05	7.90000E-01	0.00000E+00	6.50000E+02	-4.13920E+06
1.01325E+05	7.90000E-01	0.00000E+00	6.00000E+02	-4.27487E+06
1.01325E+05	7.90000E-01	0.00000E+00	5.50000E+02	-4.38233E+06
1.01325E+05	7.90000E-01	0.00000E+00	5.00000E+02	-4.47228E+06
1.01325E+05	7.90000E-01	0.00000E+00	4.50000E+02	-4.55156E+06
1.01325E+05	7.90000E-01	0.00000E+00	4.00000E+02	-4.62449E+06
1.01325E+05	7.90000E-01	0.00000E+00	3.50000E+02	-4.69350E+06
1.01325E+05	7.90000E-01	0.00000E+00	3.00000E+02	-4.75984E+06
1.01325E+05	7.90000E-01	0.00000E+00	2.50000E+02	-4.82420E+06
p (Pa)	B'g	B'c	Temp (K)	hw (J/kg)
1.01325E+05	7.80000E-01	1.07836E+01	3.90000E+03	2.89910E+07
1.01325E+05	7.80000E-01	5.41820E+00	3.85000E+03	2.82876E+07
1.01325E+05	7.80000E-01	3.28198E+00	3.80000E+03	2.71596E+07
1.01325E+05	7.80000E-01	2.18615E+00	3.75000E+03	2.56826E+07
1.01325E+05	7.80000E-01	1.54693E+00	3.70000E+03	2.39676E+07
1.01325E+05	7.80000E-01	1.14443E+00	3.65000E+03	2.21327E+07
1.01325E+05	7.80000E-01	8.77969E-01	3.60000E+03	2.02785E+07
1.01325E+05	7.80000E-01	6.95119E-01	3.55000E+03	1.84773E+07
1.01325E+05	7.80000E-01	5.66041E-01	3.50000E+03	1.67740E+07
1.01325E+05	7.80000E-01	4.72621E-01	3.45000E+03	1.51934E+07
1.01325E+05	7.80000E-01	4.03335E-01	3.40000E+03	1.37468E+07
1.01325E+05	7.80000E-01	3.50605E-01	3.35000E+03	1.24378E+07
1.01325E+05	7.80000E-01	3.09333E-01	3.30000E+03	1.12645E+07
1.01325E+05	7.80000E-01	2.76045E-01	3.25000E+03	1.02211E+07
1.01325E+05	7.80000E-01	2.48362E-01	3.20000E+03	9.29876E+06
1.01325E+05	7.80000E-01	2.24655E-01	3.15000E+03	8.48630E+06
1.01325E+05	7.80000E-01	2.03823E-01	3.10000E+03	7.77112E+06
1.01325E+05	7.80000E-01	1.85130E-01	3.05000E+03	7.14029E+06
1.01325E+05	7.80000E-01	1.68092E-01	3.00000E+03	6.58148E+06
1.01325E+05	7.80000E-01	1.52400E-01	2.95000E+03	6.08355E+06
1.01325E+05	7.80000E-01	1.37858E-01	2.90000E+03	5.63691E+06
1.01325E+05	7.80000E-01	1.24347E-01	2.85000E+03	5.23353E+06
1.01325E+05	7.80000E-01	1.11793E-01	2.80000E+03	4.86688E+06
1.01325E+05	7.80000E-01	1.00151E-01	2.75000E+03	4.53169E+06
1.01325E+05	7.80000E-01	8.93878E-02	2.70000E+03	4.22373E+06
1.01325E+05	7.80000E-01	7.94781E-02	2.65000E+03	3.93960E+06
1.01325E+05	7.80000E-01	7.03970E-02	2.60000E+03	3.67650E+06
1.01325E+05	7.80000E-01	6.21173E-02	2.55000E+03	3.43212E+06
1.01325E+05	7.80000E-01	5.46091E-02	2.50000E+03	3.20447E+06
1.01325E+05	7.80000E-01	4.78383E-02	2.45000E+03	2.99181E+06
1.01325E+05	7.80000E-01	4.17675E-02	2.40000E+03	2.79260E+06
1.01325E+05	7.80000E-01	3.63562E-02	2.35000E+03	2.60544E+06
1.01325E+05	7.80000E-01	3.15617E-02	2.30000E+03	2.42906E+06
1.01325E+05	7.80000E-01	2.73398E-02	2.25000E+03	2.26225E+06
1.01325E+05	7.80000E-01	2.36455E-02	2.20000E+03	2.10395E+06
1.01325E+05	7.80000E-01	2.04341E-02	2.15000E+03	1.95313E+06
1.01325E+05	7.80000E-01	1.76614E-02	2.10000E+03	1.80890E+06
1.01325E+05	7.80000E-01	1.52848E-02	2.05000E+03	1.67040E+06
1.01325E+05	7.80000E-01	1.32632E-02	2.00000E+03	1.53688E+06
1.01325E+05	7.80000E-01	1.15577E-02	1.95000E+03	1.40768E+06
1.01325E+05	7.80000E-01	1.01319E-02	1.90000E+03	1.28219E+06
1.01325E+05	7.80000E-01	8.95188E-03	1.85000E+03	1.15988E+06
1.01325E+05	7.80000E-01	7.98647E-03	1.80000E+03	1.04029E+06
1.01325E+05	7.80000E-01	7.20715E-03	1.75000E+03	9.23021E+05
1.01325E+05	7.80000E-01	6.58801E-03	1.70000E+03	8.07713E+05
1.01325E+05	7.80000E-01	6.10560E-03	1.65000E+03	6.94052E+05
1.01325E+05	7.80000E-01	5.73849E-03	1.60000E+03	5.81747E+05
1.01325E+05	7.80000E-01	5.46655E-03	1.55000E+03	4.70513E+05
1.01325E+05	7.80000E-01	5.26942E-03	1.50000E+03	3.60042E+05
1.01325E+05	7.80000E-01	5.12352E-03	1.45000E+03	2.49950E+05
1.01325E+05	7.80000E-01	4.99571E-03	1.40000E+03	1.39691E+05
1.01325E+05	7.80000E-01	4.82963E-03	1.35000E+03	2.83885E+04
1.01325E+05	7.80000E-01	4.51582E-03	1.30000E+03	-8.55109E+04
1.01325E+05	7.80000E-01	3.82457E-03	1.25000E+03	-2.04943E+05
1.01325E+05	7.80000E-01	2.25457E-03	1.20000E+03	-3.35749E+05
1.01325E+05	7.80000E-01	0.00000E+00	1.15000E+03	-4.85098E+05
1.01325E+05	7.80000E-01	0.00000E+00	1.10000E+03	-6.56752E+05
1.01325E+05	7.80000E-01	0.00000E+00	1.05000E+03	-8.83714E+05
1.01325E+05	7.80000E-01	0.00000E+00	1.00000E+03	-1.20288E+06
1.01325E+05	7.80000E-01	0.00000E+00	9.50000E+02	-1.64872E+06
1.01325E+05	7.80000E-01	0.00000E+00	9.00000E+02	-2.20993E+06
1.01325E+05	7.80000E-01	0.00000E+00	8.50000E+02	-2.79991E+06
1.01325E+05	7.80000E-01	0.00000E+00	8.00000E+02	-3.30970E+06
